"","site_no","Date","agency_cd","PRCP","SNOW","SNWD"
"2149","US1CASB0001",2015-07-20,"NOAA",0,NA,NA
"2150","US1CASB0001",2015-07-21,"NOAA",5,NA,NA
"2151","US1CASB0001",2015-07-22,"NOAA",3,NA,NA
"2152","US1CASB0001",2015-07-23,"NOAA",0,NA,NA
"2153","US1CASB0001",2015-07-24,"NOAA",0,NA,NA
"2154","US1CASB0001",2015-07-25,"NOAA",0,NA,NA
"2155","US1CASB0001",2015-07-26,"NOAA",0,NA,NA
"2156","US1CASB0001",2015-07-27,"NOAA",0,NA,NA
"2157","US1CASB0001",2015-07-28,"NOAA",0,NA,NA
"2158","US1CASB0001",2015-07-29,"NOAA",0,NA,NA
"2159","US1CASB0001",2015-07-30,"NOAA",0,NA,NA
"2160","US1CASB0001",2015-07-31,"NOAA",0,NA,NA
"2161","US1CASB0001",2015-08-01,"NOAA",0,NA,NA
"2162","US1CASB0001",2015-08-02,"NOAA",0,NA,NA
"2163","US1CASB0001",2015-08-03,"NOAA",0,NA,NA
"2164","US1CASB0001",2015-08-04,"NOAA",0,NA,NA
"2165","US1CASB0001",2015-08-05,"NOAA",0,NA,NA
"2166","US1CASB0001",2015-08-06,"NOAA",0,NA,NA
"2167","US1CASB0001",2015-08-07,"NOAA",0,NA,NA
"2168","US1CASB0001",2015-08-08,"NOAA",0,NA,NA
"2169","US1CASB0001",2015-08-09,"NOAA",0,NA,NA
"2170","US1CASB0001",2015-08-10,"NOAA",0,NA,NA
"2171","US1CASB0001",2015-08-11,"NOAA",0,NA,NA
"2172","US1CASB0001",2015-08-12,"NOAA",0,NA,NA
"2173","US1CASB0001",2015-08-13,"NOAA",0,NA,NA
"2174","US1CASB0001",2015-08-14,"NOAA",0,NA,NA
"2175","US1CASB0001",2015-08-15,"NOAA",0,NA,NA
"2176","US1CASB0001",2015-08-16,"NOAA",0,NA,NA
"2177","US1CASB0001",2015-08-17,"NOAA",0,NA,NA
"2178","US1CASB0001",2015-08-18,"NOAA",0,NA,NA
"2179","US1CASB0001",2015-08-19,"NOAA",0,NA,NA
"2180","US1CASB0001",2015-08-20,"NOAA",0,NA,NA
"2181","US1CASB0001",2015-08-21,"NOAA",0,NA,NA
"2182","US1CASB0001",2015-08-22,"NOAA",0,NA,NA
"2183","US1CASB0001",2015-08-23,"NOAA",0,NA,NA
"2184","US1CASB0001",2015-08-24,"NOAA",0,NA,NA
"2185","US1CASB0001",2015-08-25,"NOAA",0,NA,NA
"2186","US1CASB0001",2015-08-26,"NOAA",0,NA,NA
"2187","US1CASB0001",2015-08-27,"NOAA",0,NA,NA
"2188","US1CASB0001",2015-08-28,"NOAA",0,NA,NA
"2189","US1CASB0001",2015-08-29,"NOAA",0,NA,NA
"2190","US1CASB0001",2015-08-30,"NOAA",0,NA,NA
"2191","US1CASB0001",2015-08-31,"NOAA",0,NA,NA
"2192","US1CASB0001",2015-09-01,"NOAA",0,NA,NA
"2193","US1CASB0001",2015-09-02,"NOAA",0,NA,NA
"2194","US1CASB0001",2015-09-03,"NOAA",0,NA,NA
"2195","US1CASB0001",2015-09-04,"NOAA",0,NA,NA
"2196","US1CASB0001",2015-09-05,"NOAA",0,NA,NA
"2197","US1CASB0001",2015-09-06,"NOAA",0,NA,NA
"2198","US1CASB0001",2015-09-07,"NOAA",0,NA,NA
"2199","US1CASB0001",2015-09-08,"NOAA",0,NA,NA
"2200","US1CASB0001",2015-09-09,"NOAA",0,NA,NA
"2201","US1CASB0001",2015-09-10,"NOAA",0,NA,NA
"2202","US1CASB0001",2015-09-11,"NOAA",0,NA,NA
"2203","US1CASB0001",2015-09-12,"NOAA",0,NA,NA
"2204","US1CASB0001",2015-09-13,"NOAA",0,NA,NA
"2205","US1CASB0001",2015-09-14,"NOAA",0,NA,NA
"2206","US1CASB0001",2015-09-15,"NOAA",117,NA,NA
"2207","US1CASB0001",2015-09-16,"NOAA",10,NA,NA
"2208","US1CASB0001",2015-09-17,"NOAA",0,0,NA
"2209","US1CASB0001",2015-09-18,"NOAA",0,0,NA
"2210","US1CASB0001",2015-09-19,"NOAA",0,0,NA
"2211","US1CASB0001",2015-09-20,"NOAA",0,0,NA
"2212","US1CASB0001",2015-09-21,"NOAA",0,0,NA
"2213","US1CASB0001",2015-09-22,"NOAA",0,0,NA
"2214","US1CASB0001",2015-09-23,"NOAA",0,0,NA
"2215","US1CASB0001",2015-09-24,"NOAA",0,0,NA
"2216","US1CASB0001",2015-09-25,"NOAA",0,0,NA
"2217","US1CASB0001",2015-09-26,"NOAA",0,0,NA
"2218","US1CASB0001",2015-09-27,"NOAA",0,0,NA
"2219","US1CASB0001",2015-09-28,"NOAA",0,0,NA
"2220","US1CASB0001",2015-09-29,"NOAA",0,NA,NA
"2221","US1CASB0001",2015-09-30,"NOAA",0,NA,NA
"2222","US1CASB0001",2015-10-01,"NOAA",0,NA,NA
"2223","US1CASB0001",2015-10-02,"NOAA",0,NA,NA
"2224","US1CASB0001",2015-10-03,"NOAA",0,NA,NA
"2225","US1CASB0001",2015-10-04,"NOAA",0,NA,NA
"2226","US1CASB0001",2015-10-05,"NOAA",71,NA,NA
"2227","US1CASB0001",2015-10-06,"NOAA",0,NA,NA
"2228","US1CASB0001",2015-10-07,"NOAA",0,NA,NA
"2229","US1CASB0001",2015-10-08,"NOAA",0,NA,NA
"2230","US1CASB0001",2015-10-09,"NOAA",0,NA,NA
"2231","US1CASB0001",2015-10-10,"NOAA",0,NA,NA
"2232","US1CASB0001",2015-10-11,"NOAA",0,NA,NA
"2233","US1CASB0001",2015-10-12,"NOAA",0,NA,NA
"2234","US1CASB0001",2015-10-13,"NOAA",0,NA,NA
"2235","US1CASB0001",2015-10-14,"NOAA",0,NA,NA
"2236","US1CASB0001",2015-10-15,"NOAA",130,NA,NA
"2237","US1CASB0001",2015-10-16,"NOAA",0,0,NA
"2238","US1CASB0001",2015-10-17,"NOAA",0,0,NA
"2239","US1CASB0001",2015-10-18,"NOAA",0,0,NA
"2240","US1CASB0001",2015-10-19,"NOAA",0,0,NA
"2241","US1CASB0001",2015-10-20,"NOAA",0,0,NA
"2242","US1CASB0001",2015-10-21,"NOAA",0,0,NA
"2243","US1CASB0001",2015-10-22,"NOAA",0,0,NA
"2244","US1CASB0001",2015-10-23,"NOAA",0,0,NA
"2245","US1CASB0001",2015-10-24,"NOAA",0,0,NA
"2246","US1CASB0001",2015-10-25,"NOAA",0,0,NA
"2247","US1CASB0001",2015-10-26,"NOAA",0,0,NA
"2248","US1CASB0001",2015-10-27,"NOAA",0,0,NA
"2249","US1CASB0001",2015-10-28,"NOAA",0,0,NA
"2250","US1CASB0001",2015-10-29,"NOAA",0,NA,NA
"2251","US1CASB0001",2015-10-30,"NOAA",0,NA,NA
"2252","US1CASB0001",2015-10-31,"NOAA",0,NA,NA
"2253","US1CASB0001",2015-11-01,"NOAA",0,NA,NA
"2254","US1CASB0011",2015-11-01,"NOAA",NA,NA,NA
"2255","US1CASB0001",2015-11-02,"NOAA",13,NA,NA
"2256","US1CASB0011",2015-11-02,"NOAA",NA,NA,NA
"2257","US1CASB0001",2015-11-03,"NOAA",0,NA,NA
"2258","US1CASB0011",2015-11-03,"NOAA",NA,NA,NA
"2259","US1CASB0001",2015-11-04,"NOAA",0,NA,NA
"2260","US1CASB0011",2015-11-04,"NOAA",NA,NA,NA
"2261","US1CASB0001",2015-11-05,"NOAA",0,0,NA
"2262","US1CASB0011",2015-11-05,"NOAA",NA,NA,NA
"2263","US1CASB0001",2015-11-06,"NOAA",0,0,NA
"2264","US1CASB0011",2015-11-06,"NOAA",NA,NA,NA
"2265","US1CASB0001",2015-11-07,"NOAA",0,0,NA
"2266","US1CASB0011",2015-11-07,"NOAA",NA,NA,NA
"2267","US1CASB0001",2015-11-08,"NOAA",0,NA,NA
"2268","US1CASB0011",2015-11-08,"NOAA",NA,NA,NA
"2269","US1CASB0001",2015-11-09,"NOAA",3,NA,NA
"2270","US1CASB0011",2015-11-09,"NOAA",NA,NA,NA
"2271","US1CASB0001",2015-11-10,"NOAA",0,NA,NA
"2272","US1CASB0011",2015-11-10,"NOAA",NA,NA,NA
"2273","US1CASB0001",2015-11-11,"NOAA",0,NA,NA
"2274","US1CASB0011",2015-11-11,"NOAA",NA,NA,NA
"2275","US1CASB0001",2015-11-12,"NOAA",0,NA,NA
"2276","US1CASB0011",2015-11-12,"NOAA",NA,NA,NA
"2277","US1CASB0001",2015-11-13,"NOAA",0,NA,NA
"2278","US1CASB0011",2015-11-13,"NOAA",NA,NA,NA
"2279","US1CASB0001",2015-11-14,"NOAA",0,NA,NA
"2280","US1CASB0011",2015-11-14,"NOAA",NA,NA,NA
"2281","US1CASB0001",2015-11-15,"NOAA",0,NA,NA
"2282","US1CASB0011",2015-11-15,"NOAA",NA,NA,NA
"2283","US1CASB0001",2015-11-16,"NOAA",25,NA,NA
"2284","US1CASB0011",2015-11-16,"NOAA",0,NA,NA
"2285","US1CASB0001",2015-11-17,"NOAA",0,0,NA
"2286","US1CASB0011",2015-11-17,"NOAA",0,NA,NA
"2287","US1CASB0001",2015-11-18,"NOAA",0,0,NA
"2288","US1CASB0011",2015-11-18,"NOAA",0,0,NA
"2289","US1CASB0001",2015-11-19,"NOAA",0,0,NA
"2290","US1CASB0011",2015-11-19,"NOAA",0,0,NA
"2291","US1CASB0001",2015-11-20,"NOAA",0,0,NA
"2292","US1CASB0011",2015-11-20,"NOAA",NA,NA,NA
"2293","US1CASB0001",2015-11-21,"NOAA",0,0,NA
"2294","US1CASB0011",2015-11-21,"NOAA",0,0,NA
"2295","US1CASB0001",2015-11-22,"NOAA",0,0,NA
"2296","US1CASB0011",2015-11-22,"NOAA",0,0,NA
"2297","US1CASB0001",2015-11-23,"NOAA",0,0,NA
"2298","US1CASB0011",2015-11-23,"NOAA",0,0,NA
"2299","US1CASB0001",2015-11-24,"NOAA",0,0,NA
"2300","US1CASB0011",2015-11-24,"NOAA",0,0,NA
"2301","US1CASB0001",2015-11-25,"NOAA",0,0,NA
"2302","US1CASB0011",2015-11-25,"NOAA",0,0,NA
"2303","US1CASB0001",2015-11-26,"NOAA",0,NA,NA
"2304","US1CASB0011",2015-11-26,"NOAA",0,NA,NA
"2305","US1CASB0001",2015-11-27,"NOAA",0,NA,NA
"2306","US1CASB0011",2015-11-27,"NOAA",0,NA,NA
"2307","US1CASB0001",2015-11-28,"NOAA",0,NA,NA
"2308","US1CASB0011",2015-11-28,"NOAA",0,NA,NA
"2309","US1CASB0001",2015-11-29,"NOAA",0,NA,NA
"2310","US1CASB0011",2015-11-29,"NOAA",0,NA,NA
"2311","US1CASB0001",2015-11-30,"NOAA",0,NA,NA
"2312","US1CASB0011",2015-11-30,"NOAA",0,NA,NA
"2313","US1CASB0001",2015-12-01,"NOAA",0,NA,NA
"2314","US1CASB0011",2015-12-01,"NOAA",0,NA,NA
"2315","US1CASB0001",2015-12-02,"NOAA",0,NA,NA
"2316","US1CASB0011",2015-12-02,"NOAA",0,NA,NA
"2317","US1CASB0001",2015-12-03,"NOAA",0,NA,NA
"2318","US1CASB0011",2015-12-03,"NOAA",0,NA,NA
"2319","US1CASB0001",2015-12-04,"NOAA",0,NA,NA
"2320","US1CASB0011",2015-12-04,"NOAA",0,0,NA
"2321","US1CASB0001",2015-12-05,"NOAA",0,0,NA
"2322","US1CASB0011",2015-12-05,"NOAA",0,0,NA
"2323","US1CASB0001",2015-12-06,"NOAA",0,0,NA
"2324","US1CASB0011",2015-12-06,"NOAA",0,0,NA
"2325","US1CASB0001",2015-12-07,"NOAA",0,0,NA
"2326","US1CASB0011",2015-12-07,"NOAA",0,0,NA
"2327","US1CASB0001",2015-12-08,"NOAA",0,0,NA
"2328","US1CASB0011",2015-12-08,"NOAA",0,0,NA
"2329","US1CASB0001",2015-12-09,"NOAA",0,0,NA
"2330","US1CASB0011",2015-12-09,"NOAA",0,0,NA
"2331","US1CASB0001",2015-12-10,"NOAA",0,0,NA
"2332","US1CASB0011",2015-12-10,"NOAA",0,0,NA
"2333","US1CASB0001",2015-12-11,"NOAA",5,NA,NA
"2334","US1CASB0011",2015-12-11,"NOAA",0,0,NA
"2335","US1CASB0001",2015-12-12,"NOAA",0,NA,NA
"2336","US1CASB0011",2015-12-12,"NOAA",0,0,NA
"2337","US1CASB0001",2015-12-13,"NOAA",0,NA,NA
"2338","US1CASB0011",2015-12-13,"NOAA",0,0,NA
"2339","US1CASB0001",2015-12-14,"NOAA",38,NA,NA
"2340","US1CASB0011",2015-12-14,"NOAA",41,NA,NA
"2341","US1CASB0001",2015-12-15,"NOAA",0,NA,NA
"2342","US1CASB0011",2015-12-15,"NOAA",NA,NA,NA
"2343","US1CASB0001",2015-12-16,"NOAA",0,NA,NA
"2344","US1CASB0011",2015-12-16,"NOAA",0,NA,NA
"2345","US1CASB0001",2015-12-17,"NOAA",0,NA,NA
"2346","US1CASB0011",2015-12-17,"NOAA",0,NA,NA
"2347","US1CASB0001",2015-12-18,"NOAA",0,NA,NA
"2348","US1CASB0011",2015-12-18,"NOAA",0,NA,NA
"2349","US1CASB0001",2015-12-19,"NOAA",0,NA,NA
"2350","US1CASB0011",2015-12-19,"NOAA",0,NA,NA
"2351","US1CASB0001",2015-12-20,"NOAA",43,NA,NA
"2352","US1CASB0011",2015-12-20,"NOAA",41,NA,NA
"2353","US1CASB0001",2015-12-21,"NOAA",0,NA,NA
"2354","US1CASB0011",2015-12-21,"NOAA",0,0,NA
"2355","US1CASB0001",2015-12-22,"NOAA",3,NA,NA
"2356","US1CASB0011",2015-12-22,"NOAA",0,NA,NA
"2357","US1CASB0001",2015-12-23,"NOAA",8,NA,NA
"2358","US1CASB0011",2015-12-23,"NOAA",0,NA,NA
"2359","US1CASB0001",2015-12-24,"NOAA",0,NA,NA
"2360","US1CASB0011",2015-12-24,"NOAA",0,0,NA
"2361","US1CASB0001",2015-12-25,"NOAA",0,0,NA
"2362","US1CASB0011",2015-12-25,"NOAA",0,0,NA
"2363","US1CASB0001",2015-12-26,"NOAA",0,0,NA
"2364","US1CASB0011",2015-12-26,"NOAA",0,0,NA
"2365","US1CASB0001",2015-12-27,"NOAA",0,0,NA
"2366","US1CASB0011",2015-12-27,"NOAA",0,0,NA
"2367","US1CASB0001",2015-12-28,"NOAA",0,NA,NA
"2368","US1CASB0011",2015-12-28,"NOAA",0,NA,NA
"2369","US1CASB0001",2015-12-29,"NOAA",0,NA,NA
"2370","US1CASB0011",2015-12-29,"NOAA",0,NA,NA
"2371","US1CASB0001",2015-12-30,"NOAA",0,NA,NA
"2372","US1CASB0011",2015-12-30,"NOAA",0,NA,NA
"2373","US1CASB0001",2015-12-31,"NOAA",0,NA,NA
"2374","US1CASB0011",2015-12-31,"NOAA",0,NA,NA
"2375","US1CASB0001",2016-01-01,"NOAA",0,NA,NA
"2376","US1CASB0011",2016-01-01,"NOAA",0,0,NA
"2377","US1CASB0001",2016-01-02,"NOAA",0,0,NA
"2378","US1CASB0011",2016-01-02,"NOAA",0,0,NA
"2379","US1CASB0001",2016-01-03,"NOAA",0,0,NA
"2380","US1CASB0011",2016-01-03,"NOAA",0,0,NA
"2381","US1CASB0001",2016-01-04,"NOAA",0,0,NA
"2382","US1CASB0011",2016-01-04,"NOAA",0,0,NA
"2383","US1CASB0001",2016-01-05,"NOAA",279,NA,NA
"2384","US1CASB0011",2016-01-05,"NOAA",254,NA,NA
"2385","US1CASB0001",2016-01-06,"NOAA",218,NA,NA
"2386","US1CASB0011",2016-01-06,"NOAA",305,NA,NA
"2387","US1CASB0001",2016-01-07,"NOAA",516,NA,NA
"2388","US1CASB0011",2016-01-07,"NOAA",391,NA,NA
"2389","US1CASB0001",2016-01-08,"NOAA",20,NA,NA
"2390","US1CASB0011",2016-01-08,"NOAA",5,NA,NA
"2391","US1CASB0001",2016-01-09,"NOAA",0,NA,NA
"2392","US1CASB0011",2016-01-09,"NOAA",0,NA,NA
"2393","US1CASB0001",2016-01-10,"NOAA",13,NA,NA
"2394","US1CASB0011",2016-01-10,"NOAA",3,NA,NA
"2395","US1CASB0001",2016-01-11,"NOAA",33,NA,NA
"2396","US1CASB0011",2016-01-11,"NOAA",18,NA,NA
"2397","US1CASB0001",2016-01-12,"NOAA",0,NA,NA
"2398","US1CASB0011",2016-01-12,"NOAA",0,0,NA
"2399","US1CASB0001",2016-01-13,"NOAA",3,NA,NA
"2400","US1CASB0011",2016-01-13,"NOAA",0,NA,NA
"2401","US1CASB0001",2016-01-14,"NOAA",0,NA,NA
"2402","US1CASB0011",2016-01-14,"NOAA",0,NA,NA
"2403","US1CASB0001",2016-01-15,"NOAA",0,NA,NA
"2404","US1CASB0011",2016-01-15,"NOAA",0,NA,NA
"2405","US1CASB0001",2016-01-16,"NOAA",0,NA,NA
"2406","US1CASB0011",2016-01-16,"NOAA",0,NA,NA
"2407","US1CASB0001",2016-01-17,"NOAA",0,NA,NA
"2408","US1CASB0011",2016-01-17,"NOAA",0,NA,NA
"2409","US1CASB0001",2016-01-18,"NOAA",0,0,NA
"2410","US1CASB0011",2016-01-18,"NOAA",0,0,NA
"2411","US1CASB0001",2016-01-19,"NOAA",25,NA,NA
"2412","US1CASB0011",2016-01-19,"NOAA",20,NA,NA
"2413","US1CASB0001",2016-01-20,"NOAA",157,NA,NA
"2414","US1CASB0011",2016-01-20,"NOAA",142,NA,NA
"2415","US1CASB0001",2016-01-21,"NOAA",5,NA,NA
"2416","US1CASB0011",2016-01-21,"NOAA",0,NA,NA
"2417","US1CASB0001",2016-01-22,"NOAA",0,NA,NA
"2418","US1CASB0011",2016-01-22,"NOAA",0,NA,NA
"2419","US1CASB0001",2016-01-23,"NOAA",25,NA,NA
"2420","US1CASB0011",2016-01-23,"NOAA",10,NA,NA
"2421","US1CASB0001",2016-01-24,"NOAA",0,NA,NA
"2422","US1CASB0011",2016-01-24,"NOAA",0,NA,NA
"2423","US1CASB0001",2016-01-25,"NOAA",0,NA,NA
"2424","US1CASB0011",2016-01-25,"NOAA",0,NA,NA
"2425","US1CASB0001",2016-01-26,"NOAA",0,NA,NA
"2426","US1CASB0011",2016-01-26,"NOAA",0,NA,NA
"2427","US1CASB0001",2016-01-27,"NOAA",0,NA,NA
"2428","US1CASB0011",2016-01-27,"NOAA",0,NA,NA
"2429","US1CASB0001",2016-01-28,"NOAA",0,NA,NA
"2430","US1CASB0011",2016-01-28,"NOAA",0,NA,NA
"2431","US1CASB0001",2016-01-29,"NOAA",0,0,NA
"2432","US1CASB0011",2016-01-29,"NOAA",0,NA,NA
"2433","US1CASB0001",2016-01-30,"NOAA",0,0,NA
"2434","US1CASB0011",2016-01-30,"NOAA",0,NA,NA
"2435","US1CASB0001",2016-01-31,"NOAA",89,NA,NA
"2436","US1CASB0011",2016-01-31,"NOAA",104,NA,NA
"2437","US1CASB0001",2016-02-01,"NOAA",211,NA,NA
"2438","US1CASB0011",2016-02-01,"NOAA",208,NA,NA
"2439","US1CASB0001",2016-02-02,"NOAA",5,NA,NA
"2440","US1CASB0011",2016-02-02,"NOAA",0,NA,NA
"2441","US1CASB0001",2016-02-03,"NOAA",0,NA,NA
"2442","US1CASB0011",2016-02-03,"NOAA",0,NA,NA
"2443","US1CASB0001",2016-02-04,"NOAA",0,NA,NA
"2444","US1CASB0011",2016-02-04,"NOAA",0,NA,NA
"2445","US1CASB0001",2016-02-05,"NOAA",0,NA,NA
"2446","US1CASB0011",2016-02-05,"NOAA",0,NA,NA
"2447","US1CASB0001",2016-02-06,"NOAA",0,NA,NA
"2448","US1CASB0011",2016-02-06,"NOAA",0,NA,NA
"2449","US1CASB0001",2016-02-07,"NOAA",0,NA,NA
"2450","US1CASB0011",2016-02-07,"NOAA",0,NA,NA
"2451","US1CASB0001",2016-02-08,"NOAA",0,NA,NA
"2452","US1CASB0011",2016-02-08,"NOAA",0,NA,NA
"2453","US1CASB0001",2016-02-09,"NOAA",0,NA,NA
"2454","US1CASB0011",2016-02-09,"NOAA",0,NA,NA
"2455","US1CASB0001",2016-02-10,"NOAA",0,NA,NA
"2456","US1CASB0011",2016-02-10,"NOAA",0,NA,NA
"2457","US1CASB0001",2016-02-11,"NOAA",0,NA,NA
"2458","US1CASB0011",2016-02-11,"NOAA",0,NA,NA
"2459","US1CASB0001",2016-02-12,"NOAA",0,NA,NA
"2460","US1CASB0011",2016-02-12,"NOAA",0,NA,NA
"2461","US1CASB0001",2016-02-13,"NOAA",0,NA,NA
"2462","US1CASB0011",2016-02-13,"NOAA",0,NA,NA
"2463","US1CASB0001",2016-02-14,"NOAA",0,NA,NA
"2464","US1CASB0011",2016-02-14,"NOAA",0,NA,NA
"2465","US1CASB0001",2016-02-15,"NOAA",0,NA,NA
"2466","US1CASB0011",2016-02-15,"NOAA",0,NA,NA
"2467","US1CASB0001",2016-02-16,"NOAA",0,NA,NA
"2468","US1CASB0011",2016-02-16,"NOAA",0,NA,NA
"2469","US1CASB0001",2016-02-17,"NOAA",0,NA,NA
"2470","US1CASB0011",2016-02-17,"NOAA",0,NA,NA
"2471","US1CASB0001",2016-02-18,"NOAA",152,NA,NA
"2472","US1CASB0011",2016-02-18,"NOAA",107,NA,NA
"2473","US1CASB0001",2016-02-19,"NOAA",0,NA,NA
"2474","US1CASB0011",2016-02-19,"NOAA",0,NA,NA
"2475","US1CASB0001",2016-02-20,"NOAA",0,NA,NA
"2476","US1CASB0011",2016-02-20,"NOAA",0,NA,NA
"2477","US1CASB0001",2016-02-21,"NOAA",0,NA,NA
"2478","US1CASB0011",2016-02-21,"NOAA",0,NA,NA
"2479","US1CASB0001",2016-02-22,"NOAA",0,NA,NA
"2480","US1CASB0011",2016-02-22,"NOAA",0,NA,NA
"2481","US1CASB0001",2016-02-23,"NOAA",0,NA,NA
"2482","US1CASB0011",2016-02-23,"NOAA",0,NA,NA
"2483","US1CASB0001",2016-02-24,"NOAA",0,NA,NA
"2484","US1CASB0011",2016-02-24,"NOAA",0,NA,NA
"2485","US1CASB0001",2016-02-25,"NOAA",0,NA,NA
"2486","US1CASB0011",2016-02-25,"NOAA",0,NA,NA
"2487","US1CASB0001",2016-02-26,"NOAA",0,NA,NA
"2488","US1CASB0011",2016-02-26,"NOAA",0,NA,NA
"2489","US1CASB0001",2016-02-27,"NOAA",0,NA,NA
"2490","US1CASB0011",2016-02-27,"NOAA",0,NA,NA
"2491","US1CASB0001",2016-02-28,"NOAA",0,NA,NA
"2492","US1CASB0011",2016-02-28,"NOAA",0,NA,NA
"2493","US1CASB0001",2016-02-29,"NOAA",0,NA,NA
"2494","US1CASB0011",2016-02-29,"NOAA",0,NA,NA
"2495","US1CASB0001",2016-03-01,"NOAA",0,NA,NA
"2496","US1CASB0011",2016-03-01,"NOAA",0,NA,NA
"2497","US1CASB0001",2016-03-02,"NOAA",0,NA,NA
"2498","US1CASB0011",2016-03-02,"NOAA",0,NA,NA
"2499","US1CASB0001",2016-03-03,"NOAA",0,NA,NA
"2500","US1CASB0011",2016-03-03,"NOAA",0,NA,NA
"2501","US1CASB0001",2016-03-04,"NOAA",0,NA,NA
"2502","US1CASB0011",2016-03-04,"NOAA",0,NA,NA
"2503","US1CASB0001",2016-03-05,"NOAA",0,NA,NA
"2504","US1CASB0011",2016-03-05,"NOAA",0,NA,NA
"2505","US1CASB0001",2016-03-06,"NOAA",419,NA,NA
"2506","US1CASB0011",2016-03-06,"NOAA",389,NA,NA
"2507","US1CASB0001",2016-03-07,"NOAA",137,NA,NA
"2508","US1CASB0011",2016-03-07,"NOAA",130,NA,NA
"2509","US1CASB0001",2016-03-08,"NOAA",53,NA,NA
"2510","US1CASB0011",2016-03-08,"NOAA",33,NA,NA
"2511","US1CASB0001",2016-03-09,"NOAA",0,NA,NA
"2512","US1CASB0011",2016-03-09,"NOAA",0,NA,NA
"2513","US1CASB0001",2016-03-10,"NOAA",0,NA,NA
"2514","US1CASB0011",2016-03-10,"NOAA",0,NA,NA
"2515","US1CASB0001",2016-03-11,"NOAA",0,NA,NA
"2516","US1CASB0011",2016-03-11,"NOAA",0,NA,NA
"2517","US1CASB0001",2016-03-12,"NOAA",196,NA,NA
"2518","US1CASB0011",2016-03-12,"NOAA",135,NA,NA
"2519","US1CASB0001",2016-03-13,"NOAA",10,NA,NA
"2520","US1CASB0011",2016-03-13,"NOAA",3,NA,NA
"2521","US1CASB0001",2016-03-14,"NOAA",0,NA,NA
"2522","US1CASB0011",2016-03-14,"NOAA",0,NA,NA
"2523","US1CASB0001",2016-03-15,"NOAA",0,NA,NA
"2524","US1CASB0011",2016-03-15,"NOAA",0,NA,NA
"2525","US1CASB0001",2016-03-16,"NOAA",0,NA,NA
"2526","US1CASB0011",2016-03-16,"NOAA",0,NA,NA
"2527","US1CASB0001",2016-03-17,"NOAA",0,NA,NA
"2528","US1CASB0011",2016-03-17,"NOAA",0,NA,NA
"2529","US1CASB0001",2016-03-18,"NOAA",0,NA,NA
"2530","US1CASB0011",2016-03-18,"NOAA",0,NA,NA
"2531","US1CASB0001",2016-03-19,"NOAA",0,NA,NA
"2532","US1CASB0011",2016-03-19,"NOAA",0,NA,NA
"2533","US1CASB0001",2016-03-20,"NOAA",0,NA,NA
"2534","US1CASB0011",2016-03-20,"NOAA",0,NA,NA
"2535","US1CASB0001",2016-03-21,"NOAA",0,0,NA
"2536","US1CASB0011",2016-03-21,"NOAA",0,0,NA
"2537","US1CASB0001",2016-03-22,"NOAA",0,0,NA
"2538","US1CASB0011",2016-03-22,"NOAA",0,0,NA
"2539","US1CASB0001",2016-03-23,"NOAA",0,0,NA
"2540","US1CASB0011",2016-03-23,"NOAA",0,0,NA
"2541","US1CASB0001",2016-03-24,"NOAA",0,0,NA
"2542","US1CASB0011",2016-03-24,"NOAA",0,0,NA
"2543","US1CASB0001",2016-03-25,"NOAA",0,0,NA
"2544","US1CASB0011",2016-03-25,"NOAA",0,0,NA
"2545","US1CASB0001",2016-03-26,"NOAA",0,0,NA
"2546","US1CASB0011",2016-03-26,"NOAA",0,0,NA
"2547","US1CASB0001",2016-03-27,"NOAA",0,0,NA
"2548","US1CASB0011",2016-03-27,"NOAA",0,0,NA
"2549","US1CASB0001",2016-03-28,"NOAA",0,0,NA
"2550","US1CASB0011",2016-03-28,"NOAA",0,0,NA
"2551","US1CASB0001",2016-03-29,"NOAA",0,0,NA
"2552","US1CASB0011",2016-03-29,"NOAA",0,0,NA
"2553","US1CASB0001",2016-03-30,"NOAA",0,0,NA
"2554","US1CASB0011",2016-03-30,"NOAA",0,0,NA
"2555","US1CASB0001",2016-03-31,"NOAA",0,NA,NA
"2556","US1CASB0011",2016-03-31,"NOAA",0,NA,NA
"2557","US1CASB0001",2016-04-01,"NOAA",0,NA,NA
"2558","US1CASB0011",2016-04-01,"NOAA",0,NA,NA
"2559","US1CASB0001",2016-04-02,"NOAA",0,NA,NA
"2560","US1CASB0011",2016-04-02,"NOAA",0,NA,NA
"2561","US1CASB0001",2016-04-03,"NOAA",0,NA,NA
"2562","US1CASB0011",2016-04-03,"NOAA",0,NA,NA
"2563","US1CASB0001",2016-04-04,"NOAA",0,NA,NA
"2564","US1CASB0011",2016-04-04,"NOAA",0,NA,NA
"2565","US1CASB0001",2016-04-05,"NOAA",0,NA,NA
"2566","US1CASB0011",2016-04-05,"NOAA",0,NA,NA
"2567","US1CASB0001",2016-04-06,"NOAA",0,NA,NA
"2568","US1CASB0011",2016-04-06,"NOAA",0,NA,NA
"2569","US1CASB0001",2016-04-07,"NOAA",0,0,NA
"2570","US1CASB0011",2016-04-07,"NOAA",0,NA,NA
"2571","US1CASB0001",2016-04-08,"NOAA",0,0,NA
"2572","US1CASB0011",2016-04-08,"NOAA",8,NA,NA
"2573","US1CASB0001",2016-04-09,"NOAA",104,NA,NA
