domainname,choicesequence,choice,choicedesc,choiceobsolete
taxonomic_subgroup,886,Calcic Haplustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,887,Calcic Haplusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,888,Calcic Lithic Petrocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,889,Calcic Natrudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,890,Calcic Pachic Argicryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,891,Calcic Pachic Argixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,892,Calcic Pachic Cryoborolls,,Yes
taxonomic_subgroup,893,Calcic Pachic Haplocryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,894,Calcic Pachic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,895,Calcic Paleargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,896,Calcic Paleudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,897,Calcic Paleustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,898,Calcic Palexeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,899,Calcic Petrocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,900,Calcic Petrogypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,901,Calcic Rhodoxeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,902,Calcic Udic Haplustalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,903,Calcic Udic Haplustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,904,Calcic Udic Ustochrepts,,Yes
taxonomic_subgroup,905,Calcic Ustivitrands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,906,Calcic Ustochrepts,,Yes
taxonomic_subgroup,907,Calcic Vitritorrands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,908,Calcidic Argiustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,909,Calcidic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,910,Calcidic Haplustalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,911,Calcidic Paleustalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,912,Calcidic Paleustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,913,Calciorthidic Haploxerolls,,Yes
taxonomic_subgroup,914,Calciorthidic Paleustalfs,,Yes
taxonomic_subgroup,915,Calciorthidic Paleustolls,,Yes
taxonomic_subgroup,916,Calciorthidic Ustochrepts,,Yes
taxonomic_subgroup,917,Calcixerollic Xerochrepts,,Yes
taxonomic_subgroup,918,Cambic Gypsiorthids,,Yes
taxonomic_subgroup,919,Cambidic Durixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,920,Cambidic Haplodurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,921,Chromic Calcitorrerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,922,Chromic Calciusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,923,Chromic Calcixererts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,924,Chromic Duraquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,925,Chromic Durixererts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,926,Chromic Dystraquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,927,Chromic Dystruderts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,928,Chromic Dystrusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,929,Chromic Endoaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,930,Chromic Epiaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,931,Chromic Gypsitorrerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,932,Chromic Gypsiusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,933,Chromic Haplocryerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,934,Chromic Haplotorrerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,935,Chromic Haploxererts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,936,Chromic Hapluderts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,937,Chromic Haplusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,938,Chromic Pelloxererts,,Yes
taxonomic_subgroup,939,Chromic Salaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,940,Chromic Salitorrerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,941,Chromic Salusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,942,Chromic Udic Haplusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,943,Chromic Vertic Albaqualfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,944,Chromic Vertic Endoaqualfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,945,Chromic Vertic Epiaqualfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,946,Chromic Vertic Hapludalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,947,Chromudic,,Yes
taxonomic_subgroup,948,Cryic Fragiorthods,,Yes
taxonomic_subgroup,949,Cryic Lithic Rendolls,,Yes
taxonomic_subgroup,950,Cryic Pachic Paleborolls,,Yes
taxonomic_subgroup,951,Cryic Paleborolls,,Yes
taxonomic_subgroup,952,Cryic Placohumods,,Yes
taxonomic_subgroup,953,Cryic Rendolls,,Yes
taxonomic_subgroup,954,Cryic Sphagnofibrists,,Yes
taxonomic_subgroup,955,Cumulic Cryaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,956,Cumulic Cryoborolls,,Yes
taxonomic_subgroup,957,Cumulic Endoaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,958,Cumulic Epiaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,959,Cumulic Haplaquolls,,Yes
taxonomic_subgroup,960,Cumulic Haploborolls,,Yes
taxonomic_subgroup,961,Cumulic Haplocryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,962,Cumulic Haplogelolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,963,Cumulic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,964,Cumulic Hapludolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,965,Cumulic Haplumbrepts,,Yes
taxonomic_subgroup,966,Cumulic Haplustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,967,Cumulic Humaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,968,Cumulic Humixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,969,Cumulic Humudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,970,Cumulic Molliturbels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,971,Cumulic Mollorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,972,Cumulic Udertic Haploborolls,,Yes
taxonomic_subgroup,973,Cumulic Udic Haploborolls,,Yes
taxonomic_subgroup,974,Cumulic Ultic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,975,Cumulic Umbriturbels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,976,Cumulic Umbrorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,977,Cumulic Vertic Endoaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,978,Cumulic Vertic Epiaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,979,Cumulic Vertic Haploborolls,,Yes
taxonomic_subgroup,980,Durargidic Argixerolls,,Yes
taxonomic_subgroup,981,Duric Alaquods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,982,Duric Argiustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,983,Duric Argixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,984,Duric Calciorthids,,Yes
taxonomic_subgroup,985,Duric Camborthids,,Yes
taxonomic_subgroup,986,Duric Cryaquods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,987,Duric Cryoborolls,,Yes
taxonomic_subgroup,988,Duric Endoaquands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,989,Duric Endoaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,990,Duric Epiaquands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,991,Duric Epiaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,992,Duric Halaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,993,Duric Haplaquolls,,Yes
taxonomic_subgroup,994,Duric Haplargids,,Yes
taxonomic_subgroup,995,Duric Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,996,Duric Haplorthods,,Yes
taxonomic_subgroup,997,Duric Haplosalids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,998,Duric Haplotorrands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,999,Duric Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1000,Duric Hapludands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1001,Duric Haplustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1002,Duric Histic Placaquands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1003,Duric Natrargids,,Yes
taxonomic_subgroup,1004,Duric Natrixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1005,Duric Natrustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1006,Duric Paleargids,,Yes
taxonomic_subgroup,1007,Duric Palexerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1008,Duric Petroargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1009,Duric Petrocryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1010,Duric Placaquands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1011,Duric Torriarents,,Yes
taxonomic_subgroup,1012,Duric Torrifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1013,Duric Torriorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1014,Duric Torripsamments,,Yes
taxonomic_subgroup,1015,Duric Vitraquands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1016,Duric Vitritorrands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1017,Duric Xerarents,,Yes
taxonomic_subgroup,1018,Duric Xeric Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1019,Duric Xeric Petroargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1020,Duric Xeric Petrocryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1021,Duric Xeric Torrifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1022,Duric Xeric Torriorthents,,Yes
taxonomic_subgroup,1023,Duric Xeric Torripsamments,,Yes
taxonomic_subgroup,1024,Duridic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1025,Duridic Torrifluvents,,Yes
taxonomic_subgroup,1026,Duridic Xeric Torrifluvents,,Yes
taxonomic_subgroup,1027,Durinodic Albaqualfs,,Yes
taxonomic_subgroup,1028,Durinodic Aquicambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1029,Durinodic Calciargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1030,Durinodic Gypsiargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1031,Durinodic Haplargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1032,Durinodic Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1033,Durinodic Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1034,Durinodic Natrargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1035,Durinodic Paleargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1036,Durinodic Ustorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1037,Durinodic Xeric Aquicambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1038,Durinodic Xeric Calciargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1039,Durinodic Xeric Haplargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1040,Durinodic Xeric Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1041,Durinodic Xeric Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1042,Durinodic Xeric Natrargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1043,Durinodic Xeric Paleargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1044,Durinodic Xerofluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1045,Durinodic Xeropsamments,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1046,Durinodic Xerorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1047,Durixerollic Calciorthids,,Yes
taxonomic_subgroup,1048,Durixerollic Camborthids,,Yes
taxonomic_subgroup,1049,Durixerollic Haplargids,,Yes
taxonomic_subgroup,1050,Durixerollic Lithic Camborthids,,Yes
taxonomic_subgroup,1051,Durixerollic Natrargids,,Yes
taxonomic_subgroup,1052,Durochreptic,,Yes
taxonomic_subgroup,1053,Durorthidic Albaqualfs,,Yes
taxonomic_subgroup,1054,Durorthidic Torrifluvents,,Yes
taxonomic_subgroup,1055,Durorthidic Torriorthents,,Yes
taxonomic_subgroup,1056,Durorthidic Torripsamments,,Yes
taxonomic_subgroup,1057,Durorthidic Ustorthents,,Yes
taxonomic_subgroup,1058,Durorthidic Xeric Torrifluvents,,Yes
taxonomic_subgroup,1059,Durorthidic Xeric Torriorthents,,Yes
taxonomic_subgroup,1060,Durorthidic Xeric Torripsamments,,Yes
taxonomic_subgroup,1061,Durorthidic Xerofluvents,,Yes
taxonomic_subgroup,1062,Durorthidic Xeropsamments,,Yes
taxonomic_subgroup,1063,Durorthidic Xerorthents,,Yes
taxonomic_subgroup,1064,Dystric Cryandepts,,Yes
taxonomic_subgroup,1065,Dystric Cryochrepts,,Yes
taxonomic_subgroup,1066,Dystric Cryumbrepts,,Yes
taxonomic_subgroup,1067,Dystric Durochrepts,,Yes
taxonomic_subgroup,1068,Dystric Entic Durochrepts,,Yes
taxonomic_subgroup,1069,Dystric Eutrochrepts,,Yes
taxonomic_subgroup,1070,Dystric Eutrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1071,Dystric Fluventic Eutrochrepts,,Yes
taxonomic_subgroup,1072,Dystric Fluventic Eutrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1073,Dystric Fluventic Xerochrepts,,Yes
taxonomic_subgroup,1074,Dystric Haplustands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1075,Dystric Haplustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1076,Dystric Lithic Cryandepts,,Yes
taxonomic_subgroup,1077,Dystric Lithic Xerochrepts,,Yes
taxonomic_subgroup,1078,Dystric Ustochrepts,,Yes
taxonomic_subgroup,1079,Dystric Vitric Haplustands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1080,Dystric Xerochrepts,,Yes
taxonomic_subgroup,1081,Dystric Xeropsamments,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1082,Dystric Xerorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1083,Dystropeptic,,Yes
taxonomic_subgroup,1084,Entic Alorthods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1085,Entic Calcitorrerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1086,Entic Calciusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1087,Entic Calcixererts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1088,Entic Chromoxererts,,Yes
taxonomic_subgroup,1089,Entic Chromuderts,,Yes
taxonomic_subgroup,1090,Entic Chromusterts,,Yes
taxonomic_subgroup,1091,Entic Cryandepts,,Yes
taxonomic_subgroup,1092,Entic Cryaquods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1093,Entic Cryorthods,,Yes
taxonomic_subgroup,1094,Entic Cryumbrepts,,Yes
taxonomic_subgroup,1095,Entic Durixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1096,Entic Durixerolls,,Yes
taxonomic_subgroup,1097,Entic Durochrepts,,Yes
taxonomic_subgroup,1098,Entic Durorthids,,Yes
taxonomic_subgroup,1099,Entic Durustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1100,Entic Dystrandepts,,Yes
taxonomic_subgroup,1101,Entic Dystraquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1102,Entic Dystruderts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1103,Entic Dystrusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1104,Entic Endoaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1105,Entic Epiaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
