tabphyname,colsequence,colphyname,collogname,collabel,logicaldatatype,notnull,fieldsize,precision,minimum,maximum,uom,domainname,coldesc
component,99,flphe,fl_potentially_highly_erodible,FL PHE,Choice,No,3,NA,NA,NA,,yes_no_n.a.,"A data element with a yes/no entry, assigned by soil component, used in Florida.  The basis for identifying highly erodible land is the erodibility index of a soil survey map unit.  The erodibility index of a soil is determined by dividing the potential erodibility for each soil survey map unit by the soil loss tolerance (T) value established for the soil.  The potential erodibility for a map unit differs according to the erosion type (water or wind erosion).  The T value represents the maximum annual rate of soil erosion that could take place without causing a decline in long-term productivity.  A soil map unit with an erodibility index of 8 or more is a highly erodible soil map unit.

For water erosion, a soil survey map unit is potentially highly erodible if: (1) the RKLS/T value using the minimum LS factor is less than 8 and (2) the RKLS/T value using the maximum LS factor is equal to or greater than 8. (Predicting Rainfall Erosion Losses; A Guide to Conservation Planning, Field Office Technical Guide, Nat. FSA Handbook Sec. 511.23, and Florida Erosion Control Handbook)"
component,100,flsoilleachpot,fl_soil_leaching_potential,FL Leach Pot,Choice,No,254,NA,NA,NA,,fl_soil_leaching_potential,"The potential of the soil to allow chemicals to leave the application site by leaching through the soil, as used in Florida state law.  Soils with a rating of High or Medium are considered to pose a potential leaching hazard."
component,101,flsoirunoffpot,fl_soil_runoff_potential,FL Runoff Pot,Choice,No,254,NA,NA,NA,,fl_soil_runoff_potential,"The potential of the soil to allow chemicals to leave the application site with runoff water and/or detached soil particles, as defined for use in Florida.  Soils with a rating of High or Medium are considered to pose a potential runoff hazard."
component,102,fltemik2use,fl_temik_2_use,FL Temik,Choice,No,3,NA,NA,NA,,yes_no_n.a.,"The following soil related use restrictions for Temik 10G (aldicarb) exits if the pesticide is to be applied to citrus in Florida.
Temik cannot be used within 1000 feet of a drinking water well unless it is known that the well is cased to 100 feet below ground level or to a minimum of 30 feet below the water table in soils that have:
1. A permeability of twenty inches/hour or more (very rapid permeability) and
2. A water holding capacity of less than 0.06 inch/inch of soil (very low water holding capacity)--
in all horizons to a depth of 80 inches or to bedrock if bedrock is within 80 inches of the surface.
The choice indicates that if a component has soil properties, according to state labeling, favorable for the application of the pesticide Temik 10G, the entry is Yes.  If the component does not have favorable properties the entry is No."
component,103,fltriumph2use,fl_triumph_2_use,FL Triumph,Choice,No,3,NA,NA,NA,,yes_no_n.a.,"Soil related use restrictions for Triumph 4E Insecticide are applicable in certain conditions in Florida.  Please note the label for the conditions.  The soil related conditions are as follows:
1. A permeability of six inches/hour or more (rapid or very rapid permeability) and
2. A water holding capacity of 0.10 inch/inch of soil or less (low or very low water holding capacity)--
in all horizons to a depth of 80 inches or to bedrock if bedrock is within 80 inches of the surface.

The choice indicates that if a component has soil properties, according to state labeling, favorable for the application of the pesticide Triumph 4E Insecticide (trademark), the entry is Yes.  If the component does not have favorable properties the entry is No."
component,104,indraingrp,in_drainage_group,IN Drainage Grp,String,No,3,NA,NA,NA,,,"A group of soils that share similar recommendations for drainage whether the drainage is subsurface or surface. (Agronomy Guide, ID-160 - Purdue University)"
component,105,innitrateleachi,in_nitrate_leaching_index,IN NO3 Leach Index,Integer,No,NA,NA,0,99,,,"A number which reflects annual precipitation, rainfall distribution, and hydrologic group.  The system allows comparison of the amount of nitrate which could be leached in percolating water.  The numbers were obtained from the Midwest National Technical Center and are used in Indiana."
component,106,misoimgmtgrp,mi_soil_management_group,MI Soil Mgmt Grp,Choice,No,254,NA,NA,NA,,mi_soil_management_group,"A system for ranking soils for major uses, developed by Michigan State University.  Soils are assigned to a group according to the dominant profile texture, the natural drainage class, and the management groups are listed in the same order as the series named in the complex. (Mokma, D.L., E.P. Whiteside, and J.F. Schneider. 1978. Soil Management Units in Land Use Planning. Mich. State Univ., Ext. Bull. E-1262, 12 pp."
component,107,vasoimgtgrp,va_soil_management_group,VA Soil Mgmt Grp,Choice,No,254,NA,NA,NA,,va_soil_management_group,A system for ranking soils in Virginia for productivity estimates.  Developed by VPI&SU.  See Virginia Agronomic Land Use Evaluation System (VALUES) 1993.
component,108,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Mapunit table.  Use this column to join the Component table to the Mapunit table.
component,109,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component table.
copm,1,pmorder,parent_material_order,Vertical Order,Integer,No,NA,NA,1,NA,,,"The sequence in which the parent material occurs, when more than one parent material exists for one soil profile.  If only one parent material occurs for a soil, i.e. no lithologic discontinuities, no entry is required."
copm,2,pmmodifier,parent_material_modifier,Textural Modifier,Choice,No,254,NA,NA,NA,,parent_material_modifier,General description of the texture of the parent material.   Class limits correspond to those of textural groupings defined in the Soil Survey Manual and family particle-size classes in Soil Taxonomy.
copm,3,pmgenmod,parent_material_general_mod,General Modifier,String,No,60,NA,NA,NA,,,A user specified term(s) used to further describe the nature of the parent material for a given soil.
copm,4,pmkind,parent_material_kind,Kind,Choice,No,254,NA,NA,NA,,parent_material_kind,"A term describing the general physical, chemical and mineralogical composition of the material, mineral or organic, from which the soil develops.  Mode of deposition and/or weathering may be implied or implicit."
copm,5,pmorigin,parent_material_origin,Origin,Choice,No,254,NA,NA,NA,,parent_material_origin,The type of bedrock from which the parent material was derived.
copm,6,copmgrpkey,comp_parent_mat_grp_key,Component Parent Material Group Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component Parent Material Group table.  Use this column to join the Component Parent Material Group table to the Component Parent Material table.
copm,7,copmkey,comp_parent_material_key,Component Parent Material Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Parent Material table.
copmgrp,1,pmgroupname,parent_material_group_name,Group Name,String,No,252,NA,NA,NA,,,"Name for the concatenation of PARENT_MATERIAL_MODIFIER, PARENT_MATERIAL_KIND, and PARENT_MATERIAL_ORIGIN for each of the parent materials that may occur in a vertical cross section of a soil."
copmgrp,2,rvindicator,rv_indicator,RV?,Boolean,Yes,3,NA,NA,NA,,,A yes/no field that indicates if a listed parent material is representative for the component.
copmgrp,3,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Parent Material Group table to the Component table.
copmgrp,4,copmgrpkey,comp_parent_mat_grp_key,Component Parent Material Group Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Parent Material Group table.
copwindbreak,1,wndbrkht_l,windbreak_tree_height_l,Height - Low Value,Float,No,NA,1,0.1,35,meters,,Windbreak tree height at age 20 years.
copwindbreak,2,wndbrkht_r,windbreak_tree_height_r,Height - Representative Value,Float,No,NA,1,0.1,35,meters,,Windbreak tree height at age 20 years.
copwindbreak,3,wndbrkht_h,windbreak_tree_height_h,Height - High Value,Float,No,NA,1,0.1,35,meters,,Windbreak tree height at age 20 years.
copwindbreak,4,plantsym,plant_symbol,Plant Symbol,String,Yes,8,NA,NA,NA,,,"A unique symbol used to identify a plant genus or a plant species.  (The PLANTS Database, USDA-NRCS, National Plant Data Center.)"
copwindbreak,5,plantsciname,plant_scientific_name,Scientific Name,String,No,127,NA,NA,NA,,,"The full genus and species name as listed in the PLANTS Database, USDA-NRCS, National Plant Data Center."
copwindbreak,6,plantcomname,plant_common_name,Common Name,String,No,60,NA,NA,NA,,,"A generally accepted common name used for a plant in a geographic region, usually a state."
copwindbreak,7,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Potential Windbreak table to the Component table.
copwindbreak,8,copwindbreakkey,comp_potential_windbreak_key,Component Potential Windbreak Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Potential Windbreak table.
corestrictions,1,reskind,restriction_kind,Kind,Choice,No,254,NA,NA,NA,,restriction_kind,"Type of nearly continuous layer that has one or more physical, chemical, or thermal property(ies) that significantly reduce the movement of water and air through the soil or that otherwise provides an unfavorable root environment."
corestrictions,2,reshard,restriction_hardness,Hardness,Choice,No,254,NA,NA,NA,,rupture_resist_block_cem,The rupture resistance class of block-like specimens from the restrictive feature that have been air dried and then submerged in water.
corestrictions,3,resdept_l,restriction_depth_to_top_l,Top Depth - Low Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the soil surface to the upper boundary of the restrictive layer.
corestrictions,4,resdept_r,restriction_depth_to_top_r,Top Depth - Representative Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the soil surface to the upper boundary of the restrictive layer.
corestrictions,5,resdept_h,restriction_depth_to_top_h,Top Depth - High Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the soil surface to the upper boundary of the restrictive layer.
corestrictions,6,resdepb_l,restriction_depth_to_bottom_l,Bottom Depth - Low Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the soil surface to the lower boundary of the restrictive layer.
corestrictions,7,resdepb_r,restriction_depth_to_bottom_r,Bottom Depth - Representative Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the soil surface to the lower boundary of the restrictive layer.
corestrictions,8,resdepb_h,restriction_depth_to_bottom_h,Bottom Depth - High Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the soil surface to the lower boundary of the restrictive layer.
corestrictions,9,resthk_l,restriction_thickness_l,Thickness - Low Value,Integer,No,NA,NA,0,999,centimeters,,The distance from the top to bottom of a restrictive layer.
corestrictions,10,resthk_r,restriction_thickness_r,Thickness - Representative Value,Integer,No,NA,NA,0,999,centimeters,,The distance from the top to bottom of a restrictive layer.
corestrictions,11,resthk_h,restriction_thickness_h,Thickness - High Value,Integer,No,NA,NA,0,999,centimeters,,The distance from the top to bottom of a restrictive layer.
corestrictions,12,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Restrictions table to the Component table.
corestrictions,13,corestrictkey,comp_restrictions_key,Component Restrictions Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Restrictions table.
cosoilmoist,1,soimoistdept_l,soil_moist_depth_to_top_l,Top Depth - Low Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the upper boundary of the moisture layer.
cosoilmoist,2,soimoistdept_r,soil_moist_depth_to_top_r,Top Depth - Representative Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the upper boundary of the moisture layer.
cosoilmoist,3,soimoistdept_h,soil_moist_depth_to_top_h,Top Depth - High Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the upper boundary of the moisture layer.
cosoilmoist,4,soimoistdepb_l,soil_moist_depth_to_bottom_l,Bottom Depth - Low Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the lower boundary of the moisture layer.
cosoilmoist,5,soimoistdepb_r,soil_moist_depth_to_bottom_r,Bottom Depth - Representative Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the lower boundary of the moisture layer.
cosoilmoist,6,soimoistdepb_h,soil_moist_depth_to_bottom_h,Bottom Depth - High Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the lower boundary of the moisture layer.
cosoilmoist,7,soimoiststat,soil_moisture_status,Moisture Status,Choice,No,254,NA,NA,NA,,soil_moisture_status,"The typical soil moisture state of the layer, for the month in question."
cosoilmoist,8,comonthkey,comp_month_key,Component Month Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component Month table.  Use this column to join the Component Soil Moisture table to the Component Month table.
cosoilmoist,9,cosoilmoistkey,comp_soil_moisture_key,Component Soil Moisture Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Soil Moisture table.
cosoiltemp,1,soitempmm,soil_temperature_mean_monthly,Monthly Temp,Integer,No,NA,NA,-25,50,degrees centigrade,,The long-term monthly average of the mean daily soil temperature of the layer for the month in question.  Long-term is generally considered to be a 30-year average.
cosoiltemp,2,soitempdept_l,soil_temp_depth_to_top_l,Top Depth - Low Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the upper boundary of the soil temperature layer.
cosoiltemp,3,soitempdept_r,soil_temp_depth_to_top_r,Top Depth - Representative Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the upper boundary of the soil temperature layer.
cosoiltemp,4,soitempdept_h,soil_temp_depth_to_top_h,Top Depth - High Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the upper boundary of the soil temperature layer.
cosoiltemp,5,soitempdepb_l,soil_temp_depth_to_bottom_l,Bottom Depth - Low Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the lower boundary of the soil temperature layer.
cosoiltemp,6,soitempdepb_r,soil_temp_depth_to_bottom_r,Bottom Depth - Representative Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the lower boundary of the soil temperature layer.
cosoiltemp,7,soitempdepb_h,soil_temp_depth_to_bottom_h,Bottom Depth - High Value,Integer,No,NA,NA,0,9999,centimeters,,The distance from the top of the soil to the lower boundary of the soil temperature layer.
cosoiltemp,8,comonthkey,comp_month_key,Component Month Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component Month table.  Use this column to join the Component Soil Temperature table to the Component Month table.
cosoiltemp,9,cosoiltempkey,comp_soil_temperature_key,Component Soil Temperature Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Soil Temperature table.
cosurffrags,1,sfragcov_l,surface_frag_cover_percent_l,Cover % - Low Value,Float,No,NA,2,0,100,percent,,Percent of the ground covered by fragments 2 mm or larger (20 mm or larger for wood fragments).
cosurffrags,2,sfragcov_r,surface_frag_cover_percent_r,Cover % - Representative Value,Float,No,NA,2,0,100,percent,,Percent of the ground covered by fragments 2 mm or larger (20 mm or larger for wood fragments).
cosurffrags,3,sfragcov_h,surface_frag_cover_percent_h,Cover % - High Value,Float,No,NA,2,0,100,percent,,Percent of the ground covered by fragments 2 mm or larger (20 mm or larger for wood fragments).
cosurffrags,4,distrocks_l,mean_distance_between_rocks_l,Spacing - Low Value,Float,No,NA,2,0,50,meters,,"Average distance between surface stones and/or boulders, measured between edges."
cosurffrags,5,distrocks_r,mean_distance_between_rocks_r,Spacing - Representative Value,Float,No,NA,2,0,50,meters,,"Average distance between surface stones and/or boulders, measured between edges."
cosurffrags,6,distrocks_h,mean_distance_between_rocks_h,Spacing - High Value,Float,No,NA,2,0,50,meters,,"Average distance between surface stones and/or boulders, measured between edges."
cosurffrags,7,sfragkind,surface_frag_kind,Kind,Choice,No,254,NA,NA,NA,,fragment_kind,The lithology/composition of the surface fragments 2 mm or larger (20 mm or larger for wood fragments).
cosurffrags,8,sfragsize_l,surface_frag_size_l,Size - Low Value,Integer,No,NA,NA,2,3e3,millimeters,,Size based on the multiaxial dimensions of the surface fragment.
cosurffrags,9,sfragsize_r,surface_frag_size_r,Size - Representative Value,Integer,No,NA,NA,2,3e3,millimeters,,Size based on the multiaxial dimensions of the surface fragment.
cosurffrags,10,sfragsize_h,surface_frag_size_h,Size - High Value,Integer,No,NA,NA,2,3e3,millimeters,,Size based on the multiaxial dimensions of the surface fragment.
cosurffrags,11,sfragshp,surface_frag_shape,Shape,Choice,No,254,NA,NA,NA,,fragment_shape,A description of the overall shape of the surface fragment.
cosurffrags,12,sfraground,surface_frag_roundness,Roundness,Choice,No,254,NA,NA,NA,,fragment_roundness,An expression of the sharpness of edges and corners of surface fragments.
cosurffrags,13,sfraghard,surface_frag_hardness,Hardness,Choice,No,254,NA,NA,NA,,rupture_resist_block_cem,The hardness of the fragment.
cosurffrags,14,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Surface Fragments table to the Component table.
cosurffrags,15,cosurffragskey,comp_surface_fragments_key,Component Surface Fragments Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Surface Fragments table.
cosurfmorphgc,1,geomposmntn,geomorphic_position_mountains,Geomorphic Component - Mountains,Choice,No,254,NA,NA,NA,,geomor_pos_mountain,A mappable part of the earth's surface (three dimensional) that represents an episode of landscape development of mountains.
cosurfmorphgc,2,geomposhill,geomorphic_position_hills,Geomorphic Component - Hills,Choice,No,254,NA,NA,NA,,geomor_pos_hill,A mappable part of the earth's surface (three dimensional) that represents an episode of landscape development of hills.
cosurfmorphgc,3,geompostrce,geomorphic_position_terraces,Geomorphic Component - Terraces,Choice,No,254,NA,NA,NA,,geomor_pos_terrace,A mappable part of the earth's surface (three dimensional) that represents an episode of landscape development of terraces.
cosurfmorphgc,4,geomposflats,geomorphic_position_flats,Geomorphic Component - Flats,Choice,No,254,NA,NA,NA,,geomor_pos_flat,Description of the geomorphic component for flats.
cosurfmorphgc,5,cogeomdkey,comp_geomorph_desc_key,Component Geomorphic Description Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component Geomorphic Description table.  Use this column to join the Component Geomorphic Description table to the Component Three Dimensional Surface Morphometry table.
cosurfmorphgc,6,cosurfmorgckey,comp_surface_morph_gc_key,Component Surface Morphometry - Geomorphic Component Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Three Dimensional Surface Morphometry table.
cosurfmorphhpp,1,hillslopeprof,hillslope_profile,Hillslope Profile,Choice,No,254,NA,NA,NA,,hillslope_profile,"Two dimensional slope segments of a hillslope that have similar geometric, erosional, or depositional characteristics."
cosurfmorphhpp,2,cogeomdkey,comp_geomorph_desc_key,Component Geomorphic Description Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component Geomorphic Description table.  Use this column to join the Component Geomorphic Description table to the Component Two Dimensional Surface Morphometry table.
cosurfmorphhpp,3,cosurfmorhppkey,comp_surface_morph_hpp_key,Component Surface Morphometry - Hillslope Profile Position,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Two Dimensional Surface Morphometry table.
cosurfmorphmr,1,geomicrorelief,geomorph_micro_relief,Microrelief Kind,Choice,No,254,NA,NA,NA,,microrelief_kind,"The kind of slight variations in the height of a land surface that are too small or intricate to delineate on a topographic or soils map at commonly used scales (1:24000, and 1:10000)."
cosurfmorphmr,2,cogeomdkey,comp_geomorph_desc_key,Component Geomorphic Description Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component Geomorphic Description table.  Use this column to join the Component Geomorphic Description table to the Component Microrelief Surface Morphometry table.
cosurfmorphmr,3,cosurfmormrkey,comp_surface_morph_mr_key,Component Surface Morphometry - Micro Relief Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Microrelief Surface Morphometry table.
cosurfmorphss,1,shapeacross,shape_across,Slope Shape Across,Choice,No,254,NA,NA,NA,,slope_shape,"The geometric, two dimensional profile (shape) of the slope parallel to elevation contours."
cosurfmorphss,2,shapedown,shape_down,Slope Shape Up/Down,Choice,No,254,NA,NA,NA,,slope_shape,Shape of the land surface perpendicular to topographic contours for the component on all or part of the geomorphic feature shown above in the Component Geomorphic Description table.    Enter a value in this column only if appropriate to do so for the geomorphic feature being considered.
cosurfmorphss,3,cogeomdkey,comp_geomorph_desc_key,Component Geomorphic Description Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component Geomorphic Description table.  Use this column to join the Component Geomorphic Description table to the Component Slope Shape Surface Morphometry table.
cosurfmorphss,4,cosurfmorsskey,comp_surface_morph_ss_key,Component Surface Morphometry - Slope Shape Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Slope Shape Surface Morphometry table.
cotaxfmmin,1,taxminalogy,taxonomic_family_mineralogy,Mineralogy,Choice,No,254,NA,NA,NA,,taxonomic_family_mineralogy,Mineralogy classes are used as family differentiae.  They are based on the approximate mineralogical composition of selected size fractions of the same segment of the soil (control section) that is used for application of particle-size classes.  (Soil Taxonomy)
cotaxfmmin,2,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Taxonomic Family Mineralogy table to the Component table.
cotaxfmmin,3,cotaxfmminkey,comp_tax_fam_min_key,Component Taxonomic Family Mineralogy Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Taxonomic Family Mineralogy table.
cotaxmoistcl,1,taxmoistcl,taxonomic_moisture_class,Moisture Class,Choice,No,254,NA,NA,NA,,taxonomic_moisture_class,"Soil moisture classes are unique to the family classification, though not included specifically in the name, this is a mechanism to provide clear identification of the actual moisture regime."
cotaxmoistcl,2,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Taxonomic Moisture Class table to the Component table.
cotaxmoistcl,3,cotaxmckey,comp_tax_moisture_class_key,Component Taxonomic Family Moisture Class Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Taxonomic Moisture Class table.
cotext,1,recdate,record_date,Date,Date/Time,No,NA,NA,NA,NA,,,"The date associated with a particular record, expressed as month, day, year -- xx/xx/xxxx."
cotext,2,comptextkind,component_text_kind,Kind,Choice,No,254,NA,NA,NA,,component_text_kind,"A text entry is identified by its kind, category, and subcategory.  Kind is the highest division of classification.  Text kind provides a grouping of text entries according to their subject matter."
cotext,3,textcat,text_category,Category,String,No,20,NA,NA,NA,,,"A text entry is identified by its kind, category, and subcategory.  Category is a subdivision of kind.  ""Agr"" and ""Soi"" are two categories for the text kind ""Nontechnical Description""."
cotext,4,textsubcat,text_subcategory,Subcategory,String,No,20,NA,NA,NA,,,"A text entry is identified by its kind, category, and subcategory.  Subcategory is a subdivision of category.  For text kind ""Nontechnical"" description and text category ""Agr"", subcategory would correspond to the SSSD field ""desnum""."
cotext,5,text,text,Text,Vtext,No,NA,NA,NA,NA,,,"The actual narrative text portion of a text entry.  The other parts of a text entry are its identifiers: kind, category and subcategory."
cotext,6,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Text table to the Component table.
cotext,7,cotextkey,comp_text_key,Component Text Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Text table.
cotreestomng,1,plantsym,plant_symbol,Plant Symbol,String,Yes,8,NA,NA,NA,,,"A unique symbol used to identify a plant genus or a plant species.  (The PLANTS Database, USDA-NRCS, National Plant Data Center.)"
cotreestomng,2,plantsciname,plant_scientific_name,Scientific Name,String,No,127,NA,NA,NA,,,"The full genus and species name as listed in the PLANTS Database, USDA-NRCS, National Plant Data Center."
cotreestomng,3,plantcomname,plant_common_name,Common Name,String,No,60,NA,NA,NA,,,"A generally accepted common name used for a plant in a geographic region, usually a state."
cotreestomng,4,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Trees To Manage table to the Component table.
cotreestomng,5,cotreestomngkey,comp_trees_to_manage_key,Component Trees to Manage Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Trees To Manage table.
cotxfmother,1,taxfamother,taxonomic_family_other,Family Other,Choice,No,254,NA,NA,NA,,taxonomic_family_other,"Soil characteristics other than the defined family characteristics of particle-size classes, mineralogy classes, cation-exchange activity classes, calcareous and reaction classes, and soil temperature classes."
cotxfmother,2,cokey,component_key,Component Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Component table.  Use this column to join the Component Taxonomic Family Other Criteria table to the Component table.
cotxfmother,3,cotaxfokey,comp_tax_fam_other_key,Component Taxonomic Family Other Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Component Taxonomic Family Other Criteria table.
distinterpmd,1,rulename,rule_name,Rule Name,String,No,60,NA,NA,NA,,,A user assigned name (typically connotative) for a particular interpretation rule.
distinterpmd,2,ruledesign,rule_design,Rule Design,Choice,Yes,254,NA,NA,NA,,rule_design,"An indicator of the design scheme of the rule.  The entry provides an indication of which end of the fuzzy value range, 0 or 1, represents the most limiting features.  

Most interpretive rules are designed such that the most limiting features are those with a fuzzy value closest to 1.  However, interpretive rules that are designed to evaluate the favorable features of a soil, such as the suitability as a gravel source, may be written such that the most limiting features are those with a fuzzy value closest to 0."
distinterpmd,3,ruledesc,rule_description,Description,Vtext,No,NA,NA,NA,NA,,,A narrative text definition of a rule.
distinterpmd,4,dataafuse,data_approved_for_use,Ready to use?,Boolean,No,3,NA,NA,NA,,,Indicates whether or not an object is approved for use.
distinterpmd,5,mrecentrulecwlu,most_recent_rule_comp_wlu,Most Recent Rule Component When Last Updated,Date/Time,No,NA,NA,NA,NA,,,"The date of the most recently updated component of an interpretation.  This date is not necessarily the when last updated date of the interpretation itself.  An interpretation may have a subrule, evaluation or property that was updated more recently than the master interpretation (rule) itself.  The time of update of an interpretation component (subrule, evaluation, property) in NASIS is not explicitly reflected in other components that may reference the updated component."
distinterpmd,6,rulekey,rule_key,Rule Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Rule table in NASIS.
distinterpmd,7,distmdkey,dist_md_key,Distribution Metadata Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Distribution Metadata table.  Use this column to join the Distribution Interp Metadata table to the Distribution Metadata table.
distinterpmd,8,distinterpmdkey,dist_interp_md_key,Distribution Interpretation Metadata Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Distribution Interp Metadata table.
distlegendmd,1,areatypename,area_type_name,Area Type Name,String,No,45,NA,NA,NA,,,"The name of a particular type of area.  Area type names include ""state"", ""county"", ""mlra"", etc."
distlegendmd,2,areasymbol,area_symbol,Area Symbol,String,No,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
distlegendmd,3,areaname,area_name,Area Name,String,No,135,NA,NA,NA,,,The name given to the specified geographic area.
distlegendmd,4,ssastatus,soil_survey_area_status,Survey Status,Choice,No,254,NA,NA,NA,,soil_survey_area_status,"Identifies the operational activity of a soil survey area and currency of published soil information.  Examples are Non-Project, Update and Published.    As of SSURGO version 2.1, values for this attribute are no longer provided and the field in database is null.  This attribute will be dropped from the next major SSURGO version."
distlegendmd,5,cordate,correlation_date,Correlation Date,Date/Time,No,NA,NA,NA,NA,,,"The date the final correlation document for a soil survey is signed, expressed as month, year (e.g. 07/1999)."
distlegendmd,6,exportcertstatus,export_certification_status,Export Certification Status,Choice,No,254,NA,NA,NA,,export_certification_status,The level of certification assigned to a tabular data package for a particular soil survey area.
distlegendmd,7,exportcertdate,export_certification_date,Export Certification Date,Date/Time,No,NA,NA,NA,NA,,,The date on which the associated export certification status was assigned.
distlegendmd,8,exportmetadata,export_metadata,Export Metadata,Vtext,No,NA,NA,NA,NA,,,Narrative text notes (metadata) associated with the assignment of the tabular data certification status for a particular soil survey area.
distlegendmd,9,lkey,legend_key,Legend Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Legend table.  Use this column to join the Distribution Legend Metadata table to the Legend table.
distlegendmd,10,distmdkey,dist_md_key,Distribution Metadata Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Distribution Metadata table.  Use this column to join the Distribution Legend Metadata table to the Distribution Metadata table.
distlegendmd,11,distlegendmdkey,dist_legend_md_key,Distribution Legend Metadata Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Distribution Legend Metadata table.
distmd,1,distgendate,distribution_generation_date,Distribution Generation Date,Date/Time,No,NA,NA,NA,NA,,,"The date and time that a request to export data, which was submitted by a NASIS user, was actually processed."
distmd,2,diststatus,distribution_status,Distribution Status,Choice,Yes,254,NA,NA,NA,,distribution_status,The current status of a NASIS export request.  This status may reflect either a pending request status or a processed request status.
