hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Cr,NA,C,NA,NA,NA,117,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697499,45496723
A,NA,A,NA,NA,NA,3,NA,NA,8,NA,NA,NA,NA,0,5,10,5,15,25,45,55,65,40,50,60,25,37.5,50,15,25,35,NA,65.9,NA,NA,4.3,NA,NA,14.1,NA,NA,17.5,NA,NA,19.6,NA,NA,10.4,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,10,15,20,0,0,0,1,1.5,2,NA,NA,NA,1.35,1.4,1.5,NA,NA,NA,1.47,1.52,1.63,NA,14.17,28.34,42.51,0.05,0.06,0.08,NA,NA,NA,5.4,11.3,16.5,2.9,6,10.2,16,24,33,0,1.5,2.9,20,25,30,5,7.5,10,NA,NA,NA,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,NA,NA,NA,6.6,7.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697499,45496724
Oi,NA,O,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,65.9,NA,NA,4.3,NA,NA,14.1,NA,NA,17.5,NA,NA,19.6,NA,NA,10.4,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,10,15,20,0,0,0,70,85,95,NA,NA,NA,0.2,0.5,1,NA,NA,NA,NA,NA,NA,NA,100,300,600,0.15,0.3,0.45,NA,NA,NA,55.1,59.4,62,36.3,43.3,47.9,29,54,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5,2,50,60,90,30,40,60,NA,NA,NA,5.1,5.6,6,4.5,5.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697499,45496725
B/E,NA,B/E,NA,NA,NA,53,NA,NA,79,NA,NA,NA,NA,5,10,15,25,35,45,45,50,55,45,47.5,50,20,30,40,15,20,25,NA,55.1,NA,NA,1.3,NA,NA,8.1,NA,NA,14.6,NA,NA,20,NA,NA,11.1,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,15,25,35,0,0,0,1,1.5,2,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.57,1.62,1.8,NA,4.251,9.21,14.17,0.07,0.08,0.1,NA,NA,NA,4.4,9.8,14.4,3,6.7,11.8,11,16,22,0,1.5,2.9,30,35,40,10,15,20,NA,NA,NA,0.1,0.28,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,0,0,0,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697499,45496726
E,NA,E,NA,NA,NA,8,NA,NA,53,NA,NA,NA,NA,25,38,50,25,35,45,45,55,65,40,50,60,25,37.5,50,15,25,35,NA,65.9,NA,NA,4.3,NA,NA,14.1,NA,NA,17.5,NA,NA,19.6,NA,NA,10.4,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,10,15,20,0,0,0,1,1.5,2,NA,NA,NA,1.45,1.5,1.55,NA,NA,NA,1.58,1.78,1.83,NA,14.17,28.34,42.51,0.05,0.06,0.08,NA,NA,NA,0.5,4.5,10.3,0.3,2.5,6.6,NA,NA,18,0,1.5,2.9,20,25,30,5,7.5,10,NA,NA,NA,0.1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697499,45496727
Cr,NA,C,NA,NA,NA,33,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697498,45496718
A,NA,A,NA,NA,NA,3,NA,NA,13,NA,NA,NA,NA,0,0,0,0,3,5,60,72.5,85,50,62.5,75,30,42.5,55,15,25,35,NA,66.3,NA,NA,17.2,NA,NA,15.8,NA,NA,12.7,NA,NA,12.9,NA,NA,7.7,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,5,10,15,0,0,0,1,1.5,2,NA,NA,NA,1.45,1.5,1.55,NA,NA,NA,1.54,1.59,1.69,NA,42.51,92.105,141.7,0.06,0.07,0.09,NA,NA,NA,6.2,13.6,18.5,3,6.5,10.9,24,29,35,0,1.5,2.9,18,24,31,0,0,0,NA,NA,NA,0.15,0.28,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697498,45496719
AC,NA,AC,NA,NA,NA,13,NA,NA,33,NA,NA,NA,NA,0,0,0,0,5,10,25,37.5,50,25,37.5,50,15,22.5,30,10,12.5,15,NA,81.9,NA,NA,16.4,NA,NA,23.3,NA,NA,18.8,NA,NA,16.1,NA,NA,7.3,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,0,0,0,1,1.5,2,NA,NA,NA,1.1,1.4,1.7,NA,NA,NA,1.23,1.53,1.83,NA,42.51,92.105,141.7,0.03,0.04,0.05,5.2,11.1,15.4,3.9,8.5,12.3,1.6,3.5,6,12,22,36,0,1.5,2.9,18,22,26,0,0,0,NA,NA,NA,0.1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697498,45496720
Oi,NA,O,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,0,0,0,0,3,5,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,66.3,NA,NA,17.2,NA,NA,15.8,NA,NA,12.7,NA,NA,12.9,NA,NA,7.7,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,5,10,15,0,0,0,70,85,95,NA,NA,NA,0.2,0.5,1,NA,NA,NA,NA,NA,NA,NA,100,300,600,0.15,0.3,0.45,NA,NA,NA,55.1,59.4,62,36.3,43.3,47.9,28,54,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5,2,50,60,90,30,40,60,NA,NA,NA,5.1,5.6,6,4.5,5.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697498,45496721
Oi,NA,O,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,0,0,0,0,3,5,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,66.3,NA,NA,17.2,NA,NA,15.8,NA,NA,12.7,NA,NA,12.9,NA,NA,7.7,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,5,10,15,0,0,0,70,85,95,NA,NA,NA,0.2,0.5,1,NA,NA,NA,NA,NA,NA,NA,100,300,600,0.15,0.3,0.45,NA,NA,NA,55.1,59.4,62,36.3,43.3,47.9,28,54,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5,2,50,60,90,30,40,60,NA,NA,NA,5.1,5.6,6,4.5,5.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697497,45496714
Cr,NA,C,NA,NA,NA,33,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697497,45496715
A,NA,A,NA,NA,NA,3,NA,NA,13,NA,NA,NA,NA,0,0,0,0,3,5,60,72.5,85,50,62.5,75,30,42.5,55,15,25,35,NA,66.3,NA,NA,17.2,NA,NA,15.8,NA,NA,12.7,NA,NA,12.9,NA,NA,7.7,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,5,10,15,0,0,0,1,1.5,2,NA,NA,NA,1.45,1.5,1.55,NA,NA,NA,1.54,1.59,1.69,NA,42.51,92.105,141.7,0.06,0.07,0.09,NA,NA,NA,6.2,13.6,18.5,3,6.5,10.9,24,29,35,0,1.5,2.9,18,24,31,0,0,0,NA,NA,NA,0.15,0.28,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697497,45496716
AC,NA,AC,NA,NA,NA,13,NA,NA,33,NA,NA,NA,NA,0,0,0,0,5,10,25,37.5,50,25,37.5,50,15,22.5,30,10,12.5,15,NA,81.9,NA,NA,16.4,NA,NA,23.3,NA,NA,18.8,NA,NA,16.1,NA,NA,7.3,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,0,0,0,1,1.5,2,NA,NA,NA,1.1,1.4,1.7,NA,NA,NA,1.23,1.53,1.83,NA,42.51,92.105,141.7,0.03,0.04,0.05,5.2,11.1,15.4,3.9,8.5,12.3,1.6,3.5,6,12,22,36,0,1.5,2.9,18,22,26,0,0,0,NA,NA,NA,0.1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697497,45496717
A1,NA,A,NA,1,NA,0,NA,NA,15,NA,NA,NA,NA,0,1,1,0,3,5,40,55,70,30,40,50,20,30,40,10,15,20,NA,66.3,NA,NA,17.2,NA,NA,15.8,NA,NA,12.7,NA,NA,12.9,NA,NA,7.7,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,5,10,15,0,0,0,1,2,3,NA,NA,NA,1.45,1.5,1.55,NA,NA,NA,1.58,1.63,1.76,NA,14.11,28.22,42.34,0.05,0.07,0.08,NA,NA,NA,4,10.1,14.7,2,5,9.1,16,21,27,0,1.5,2.9,20,22.5,25,0,2.5,5,NA,NA,NA,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697496,45496710
A2,NA,A,NA,2,NA,15,NA,NA,46,NA,NA,NA,NA,0,1,1,0,3,5,40,55,70,25,37.5,50,15,25,35,5,12.5,20,NA,66.3,NA,NA,17.2,NA,NA,15.8,NA,NA,12.7,NA,NA,12.9,NA,NA,7.7,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,5,10,15,0,0,0,1,2,3,NA,NA,NA,1.5,1.55,1.6,NA,NA,NA,1.65,1.7,1.84,NA,14.11,28.22,42.34,0.05,0.07,0.08,NA,NA,NA,3.4,9.6,14.8,1.7,4.9,9.3,12,19,25,0,1.5,2.9,20,22.5,25,0,2.5,5,NA,NA,NA,0.05,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,10,NA,NA,NA,NA,NA,NA,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697496,45496711
C,NA,C,NA,NA,NA,46,NA,NA,107,NA,NA,NA,NA,0,1,1,0,3,5,30,50,70,20,35,50,10,20,30,5,10,15,NA,66.3,NA,NA,17.2,NA,NA,15.8,NA,NA,12.7,NA,NA,12.9,NA,NA,7.7,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,5,10,15,0,0,0,1,2,3,NA,NA,NA,1.55,1.6,1.65,NA,NA,NA,1.71,1.76,1.93,NA,14.11,28.22,42.34,0.04,0.06,0.07,NA,NA,NA,2.8,9,14.8,1.4,4.7,9.5,NA,16,24,0,1.5,2.9,20,22.5,25,0,2.5,5,NA,NA,NA,0.05,0.24,0,0,0,0,0,0,0,0,0,0,0,0,3,6.5,10,NA,NA,NA,NA,NA,NA,5.6,6.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697496,45496712
Cr,NA,C,NA,NA,NA,107,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,7.26,14.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697496,45496713
Btk,NA,B,NA,NA,NA,43,NA,NA,48,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,90,95,100,75,85,95,NA,29,NA,NA,2.7,NA,NA,3,NA,NA,5.5,NA,NA,9.8,NA,NA,8,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,40,45,1,2,3,2,3,4,NA,NA,NA,NA,1.23,NA,NA,NA,NA,1.5,1.56,1.62,NA,0.51,0.9635,1.417,0.18,0.19,0.2,NA,NA,NA,NA,30.6,NA,NA,19.3,NA,NA,NA,NA,3,4.5,5.9,45,50,60,20,27.5,35,NA,NA,NA,0.24,0.28,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.1,7.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697362,45496139
Cr,NA,C,NA,NA,NA,48,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697362,45496140
Bt,NA,B,NA,NA,NA,20,NA,NA,43,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,90,95,100,75,85,95,NA,30,NA,NA,2.4,NA,NA,3,NA,NA,5.8,NA,NA,10.4,NA,NA,8.4,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,39,45,0,0,0,2,3,4,NA,NA,NA,NA,1.23,NA,NA,NA,NA,1.5,1.56,1.62,NA,0.51,0.9635,1.417,0.18,0.19,0.2,NA,NA,NA,NA,30.6,NA,NA,19.3,NA,NA,NA,NA,3,4.5,5.9,45,50,60,20,27.5,35,NA,NA,NA,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.1,7.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697362,45496141
BA,NA,BA,NA,NA,NA,10,NA,NA,20,NA,NA,NA,NA,0,0,0,0,3,5,95,97.5,100,90,95,100,90,95,100,75,85,95,NA,30,NA,NA,2.4,NA,NA,3,NA,NA,5.8,NA,NA,10.4,NA,NA,8.4,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,39,45,0,0,0,2,3,4,NA,NA,NA,NA,1.3,NA,NA,NA,NA,1.43,1.5,1.57,NA,0.51,0.9635,1.417,0.18,0.19,0.2,NA,NA,NA,NA,30.1,NA,NA,19,NA,NA,NA,NA,3,4.5,5.9,45,50,60,20,27.5,35,NA,NA,NA,0.24,0.24,0,0,0,0,1,2,0,0,0,0,2,4,20,30,40,NA,NA,NA,NA,NA,NA,6.1,7.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697362,45496142
A,NA,A,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,0,0,0,0,5,10,95,97.5,100,90,95,100,90,95,100,70,75,80,NA,35.4,NA,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,0,0,0,2,3,4,NA,NA,NA,NA,1.3,NA,NA,NA,NA,1.43,1.5,1.57,NA,1.417,2.834,4.251,0.15,0.17,0.2,NA,NA,NA,NA,30.1,NA,NA,18,NA,NA,NA,NA,3,4.5,5.9,30,40,50,15,22.5,30,NA,NA,NA,0.32,0.17,0,0,0,0,0,0,0,0,0,0,0,0,20,27.5,35,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697362,45496143
R,NA,R,NA,NA,NA,25,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697361,45496136
A1,NA,A,NA,1,NA,0,NA,NA,15,NA,NA,NA,NA,0,3,5,15,28,40,75,82.5,90,70,75,80,55,65,75,40,45,50,NA,43,NA,NA,4.2,NA,NA,5.8,NA,NA,7.6,NA,NA,13.3,NA,NA,12.1,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,10,17.5,25,4,5,6,1,2,3,NA,NA,NA,1.2,1.25,1.3,NA,NA,NA,1.28,1.33,1.41,NA,4.251,9.21,14.17,0.09,0.11,0.12,NA,NA,NA,8.5,18.6,24.8,3.5,7.7,13,27,34,42,0,1.5,2.9,20,25,30,0,5,10,NA,NA,NA,0.17,0.37,15,28,40,0,0,0,0,0,0,0,0,0,5,12.5,20,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697361,45496137
A2,NA,A,NA,2,NA,15,NA,NA,25,NA,NA,NA,NA,0,3,5,20,40,60,35,47.5,60,30,40,50,20,32.5,45,15,25,35,NA,43,NA,NA,4.2,NA,NA,5.8,NA,NA,7.6,NA,NA,13.3,NA,NA,12.1,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,10,17.5,25,4,6,8,1,2,3,NA,NA,NA,1.25,1.3,1.35,NA,NA,NA,1.41,1.46,1.62,NA,4.251,9.21,14.17,0.06,0.07,0.08,NA,NA,NA,2.9,10.2,17.7,1.2,4.3,9.5,NA,18,28,0,1.5,2.9,20,25,30,0,5,10,NA,NA,NA,0.1,0.43,20,35,50,0,0,0,0,0,0,0,0,0,1,8,15,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697361,45496138
