hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
H1,NA,H,NA,1,NA,0,NA,NA,25,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,19.3,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.6,NA,NA,11.7,NA,NA,52.2,NA,NA,NA,NA,NA,NA,NA,27,28.5,30,NA,NA,NA,3,4,5,NA,NA,NA,1.2,1.25,1.3,NA,NA,NA,NA,1.43,NA,NA,1.4,3,4,0.19,0.2,0.21,NA,NA,NA,NA,32.1,NA,NA,18.7,NA,NA,49,NA,3,4.5,5.9,30,35,40,10,15,20,7,13,20,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,25,30,35,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896872,42963060
H2,NA,H,NA,2,NA,25,NA,NA,107,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,90,95,100,80,90,100,NA,10.4,NA,NA,0.9,NA,NA,1.3,NA,NA,1.7,NA,NA,3.2,NA,NA,3.3,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,60,65,70,NA,NA,NA,0.5,1.75,3,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.68,NA,NA,0.01,0.2,0.42,0.13,0.15,0.16,NA,NA,NA,NA,42.5,NA,NA,36.4,NA,NA,46,NA,6,7.5,8.9,60,72.5,85,35,42.5,50,29,44,61,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,40,47.5,55,NA,NA,NA,NA,NA,NA,3.5,5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896872,42963061
H3,NA,H,NA,3,NA,107,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896872,42963062
H1,NA,H,NA,1,NA,0,NA,NA,13,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,75,85,95,NA,5.3,NA,NA,0.2,NA,NA,0.3,NA,NA,0.6,NA,NA,1.7,NA,NA,2.5,NA,NA,44.7,NA,NA,NA,NA,NA,NA,NA,40,50,60,NA,NA,NA,3,4.5,6,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.49,NA,NA,0.42,0.91,1.4,0.15,0.16,0.17,NA,NA,NA,NA,34.6,NA,NA,29.6,NA,NA,50,NA,6,7.5,8.9,50,55,60,25,30,35,19,27,38,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,30,40,50,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896871,42963057
H2,NA,H,NA,2,NA,13,NA,NA,145,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,90,95,100,75,85,95,NA,11.4,NA,NA,1,NA,NA,1.4,NA,NA,1.9,NA,NA,3.5,NA,NA,3.6,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,60,62.5,65,NA,NA,NA,0.5,1.75,3,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.5,NA,NA,0.01,0.2,0.42,0.13,0.15,0.17,NA,NA,NA,NA,44.2,NA,NA,32.5,NA,NA,50,NA,6,7.5,8.9,60,67.5,75,30,37.5,45,24,36,50,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,40,45,50,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896871,42963058
H3,NA,H,NA,3,NA,145,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,55,77.5,100,50,75,100,40,65,90,35,60,85,NA,23.3,NA,NA,3.2,NA,NA,3.7,NA,NA,4.3,NA,NA,6.5,NA,NA,5.6,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.54,NA,NA,0.01,0.2,0.42,0.12,0.14,0.16,NA,NA,NA,NA,36.8,NA,NA,21.2,NA,NA,45,NA,6,7.5,8.9,45,50,55,20,25,30,2,13,27,0.2,0.28,0,0,0,0,0,0,0,0,0,0,0,0,30,35,40,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896871,42963059
H1,NA,H,NA,1,NA,0,NA,NA,43,NA,NA,NA,NA,0,0,0,0,0,0,75,77.5,80,70,72.5,75,60,67.5,75,60,65,70,NA,26.3,NA,NA,2.1,NA,NA,3,NA,NA,4.3,NA,NA,8.3,NA,NA,8.6,NA,NA,52.7,NA,NA,NA,NA,NA,NA,NA,15,21,27,NA,NA,NA,3,4,5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.37,NA,NA,4,9,14,0.13,0.16,0.18,NA,NA,NA,NA,25.5,NA,NA,13.2,NA,NA,39,NA,0,1.5,2.9,25,30,35,0,2.5,5,0,0,3,0.24,0.37,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896856,42963012
H2,NA,H,NA,2,NA,43,NA,NA,58,NA,NA,NA,NA,0,0,0,0,0,0,65,70,75,60,65,70,55,62.5,70,40,47.5,55,NA,35.4,NA,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,1,2,3,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,NA,1.57,NA,NA,1.4,3,4,0.14,0.16,0.17,NA,NA,NA,NA,25.8,NA,NA,15.5,NA,NA,37,NA,3,4.5,5.9,35,37.5,40,15,17.5,20,2,4,8,0.17,0.28,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,5.6,5.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896856,42963013
H3,NA,H,NA,3,NA,58,NA,NA,104,NA,NA,NA,NA,0,0,0,0,3,5,25,40,55,20,35,50,20,35,50,15,25,35,NA,34.4,NA,NA,3.1,NA,NA,4.3,NA,NA,5.9,NA,NA,10.8,NA,NA,10.3,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,10,28,35,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.25,1.3,1.35,NA,NA,NA,NA,1.42,NA,NA,1.4,3,4,0.06,0.1,0.14,NA,NA,NA,NA,15.6,NA,NA,8.3,NA,NA,25,NA,0,1.5,2.9,25,32.5,40,0,7.5,15,0,0,1,0.1,0.32,0,0,0,0,0,0,0,0,0,0,0,0,5,12.5,20,NA,NA,NA,NA,NA,NA,5.6,5.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896856,42963014
H4,NA,H,NA,4,NA,104,NA,NA,152,NA,NA,NA,NA,0,0,0,15,20,25,25,37.5,50,20,30,40,15,25,35,5,15,25,NA,66.6,NA,NA,4.6,NA,NA,13.5,NA,NA,16.6,NA,NA,20,NA,NA,11.9,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,5,10,15,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.58,NA,NA,14,28,42,0.05,0.06,0.07,NA,NA,NA,NA,5.9,NA,NA,2.3,NA,NA,17,NA,0,1.5,2.9,0,7,14,0,0,0,0,0,0,0.1,0.28,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,10,NA,NA,NA,NA,NA,NA,6.6,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14896856,42963015
H1,NA,H,NA,1,NA,0,NA,NA,38,NA,NA,NA,NA,0,0,0,0,5,10,65,72.5,80,60,67.5,75,55,62.5,70,50,55,60,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,2,3.5,5,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.6,NA,NA,1.4,3,4,0.16,0.18,0.19,NA,NA,NA,NA,26,NA,NA,16.2,NA,NA,35,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,2,4,7,0.2,0.32,0,0,0,0,0,0,0,0,0,0,0,0,20,27.5,35,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897205,42964032
H2,NA,H,NA,2,NA,38,NA,NA,71,NA,NA,NA,NA,0,0,0,0,3,5,60,70,80,55,65,75,50,60,70,50,57.5,65,NA,17.1,NA,NA,1.5,NA,NA,2.1,NA,NA,2.9,NA,NA,5.3,NA,NA,5.3,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,50,55,60,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.78,NA,NA,0.01,0.2,0.42,0.11,0.13,0.14,NA,NA,NA,NA,31.5,NA,NA,23.6,NA,NA,35,NA,6,7.5,8.9,60,70,80,35,42.5,50,13,21,32,0.15,0.32,0,0,0,0,0,0,0,0,0,0,0,0,35,40,45,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897205,42964033
H3,NA,H,NA,3,NA,71,NA,NA,104,NA,NA,NA,NA,0,0,0,5,8,10,20,30,40,15,25,35,15,25,35,10,17.5,25,NA,35.4,NA,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,0.2,0.6,1,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.91,NA,NA,1.4,3,4,0.07,0.1,0.13,NA,NA,NA,NA,11.8,NA,NA,6.8,NA,NA,17,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,0,0,0,0.15,0.37,0,0,0,0,0,0,0,0,0,0,0,0,20,22.5,25,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897205,42964034
H4,NA,H,NA,4,NA,104,NA,NA,152,NA,NA,NA,NA,0,0,0,5,10,15,20,30,40,15,25,35,10,20,30,0,2.5,5,NA,96,NA,NA,0.7,NA,NA,13.1,NA,NA,37.2,NA,NA,37.8,NA,NA,7.2,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,0,2.5,5,NA,NA,NA,0.2,0.35,0.5,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.52,NA,NA,42,92,141,0.03,0.04,0.05,NA,4.4,NA,NA,2.8,NA,NA,0.7,NA,NA,17,NA,0,1.5,2.9,0,7,14,0,0,0,0,0,0,0.02,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897205,42964035
H1,NA,H,NA,1,NA,0,NA,NA,23,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,4,6,8,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,4,9,14,0.19,0.2,0.21,NA,NA,NA,NA,34.1,NA,NA,22.7,NA,NA,45,NA,3,4.5,5.9,35,37.5,40,15,17.5,20,12,15,20,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897204,42964029
H2,NA,H,NA,2,NA,23,NA,NA,104,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,95,97.5,100,90,92.5,95,NA,5.5,NA,NA,0.2,NA,NA,0.3,NA,NA,0.6,NA,NA,1.7,NA,NA,2.7,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,35,47.5,60,NA,NA,NA,0.5,2.25,4,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.62,NA,NA,0.42,0.91,1.4,0.14,0.15,0.16,NA,NA,NA,NA,33.1,NA,NA,27,NA,NA,47,NA,6,7.5,8.9,45,50,55,20,25,30,19,26,32,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,20,27.5,35,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897204,42964030
H3,NA,H,NA,3,NA,104,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,95,97.5,100,75,85,95,50,62.5,75,NA,63.1,NA,NA,3.9,NA,NA,13.8,NA,NA,17.4,NA,NA,18.7,NA,NA,9.3,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,15,22.5,30,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,4,9,14,0.16,0.17,0.18,NA,NA,NA,NA,21.5,NA,NA,12.4,NA,NA,48,NA,0,1.5,2.9,30,35,40,0,5,10,0,2,8,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,10,12.5,15,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897204,42964031
H1,NA,H,NA,1,NA,0,NA,NA,18,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,95,100,85,90,95,NA,19.3,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.6,NA,NA,11.7,NA,NA,52.2,NA,NA,NA,NA,NA,NA,NA,27,28.5,30,NA,NA,NA,2,3.5,5,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.54,NA,NA,4,9,14,0.18,0.2,0.22,NA,NA,NA,NA,32.3,NA,NA,19.3,NA,NA,45,NA,3,4.5,5.9,35,40,45,15,20,25,12,18,25,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897203,42964026
H2,NA,H,NA,2,NA,18,NA,NA,74,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,90,95,100,80,87.5,95,NA,17.1,NA,NA,1.5,NA,NA,2.1,NA,NA,2.9,NA,NA,5.3,NA,NA,5.3,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,50,55,60,NA,NA,NA,1,1.5,2,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.69,NA,NA,0.01,0.2,0.42,0.03,0.04,0.05,NA,NA,NA,NA,39.8,NA,NA,30.1,NA,NA,45,NA,6,7.5,8.9,55,65,75,25,35,45,22,35,50,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,35,40,45,NA,NA,NA,NA,NA,NA,6.1,6.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897203,42964027
H3,NA,H,NA,3,NA,74,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,90,95,100,75,85,95,NA,18.7,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.4,NA,NA,11.3,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,27,33.5,40,NA,NA,NA,0,0.5,1,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.55,NA,NA,1.4,3,4,0.17,0.19,0.2,NA,NA,NA,NA,31.3,NA,NA,18.2,NA,NA,45,NA,3,4.5,5.9,50,57.5,65,20,27.5,35,16,26,39,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,6.6,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897203,42964028
H1,NA,H,NA,1,NA,0,NA,NA,104,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,95,97.5,100,85,90,95,NA,11.4,NA,NA,1,NA,NA,1.4,NA,NA,1.9,NA,NA,3.5,NA,NA,3.6,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,55,62.5,70,NA,NA,NA,4,6,8,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.49,NA,NA,0.01,0.2,0.42,0.14,0.15,0.16,NA,NA,NA,NA,44.7,NA,NA,36.6,NA,NA,49,NA,6,7.5,8.9,70,80,90,40,50,60,38,52,67,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,45,55,65,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897201,42964024
H2,NA,H,NA,2,NA,104,NA,NA,160,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,90,95,100,55,75,95,NA,2.6,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.6,NA,NA,2,NA,NA,45.4,NA,NA,NA,NA,NA,NA,NA,50,52,70,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.5,NA,NA,0.01,0.2,0.42,0.14,0.15,0.16,NA,NA,NA,NA,32.4,NA,NA,26,NA,NA,51,NA,6,7.5,8.9,60,75,90,35,47.5,60,16,37,67,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,35,42.5,50,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897201,42964025
Oi,NA,O,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,60,75,100,50,65,90,NA,35,NA,NA,10,NA,NA,10,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,0,15,25,NA,NA,NA,60,75,90,NA,NA,NA,0.1,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,42,373,705,0.3,0.45,0.6,NA,NA,NA,40,60,80,20,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30,35,40,NA,NA,NA,3.5,4.5,5.5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897200,42964020
H1,NA,H,NA,1,NA,3,NA,NA,28,NA,NA,NA,NA,0,0,0,0,8,15,100,100,100,85,92.5,100,85,90,95,70,80,90,NA,17.3,NA,NA,0.1,NA,NA,0.4,NA,NA,1.2,NA,NA,5,NA,NA,10.6,NA,NA,47.7,NA,NA,NA,NA,NA,NA,NA,30,35,40,NA,NA,NA,3,5.5,8,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.26,NA,NA,1.4,3,4,0.17,0.19,0.21,NA,NA,NA,NA,31.8,NA,NA,20.8,NA,NA,46,NA,0,1.5,2.9,35,37.5,40,10,12.5,15,6,10,14,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897200,42964021
H2,NA,H,NA,2,NA,28,NA,NA,92,NA,NA,NA,NA,0,0,0,0,15,30,70,85,100,50,75,100,50,72.5,95,40,62.5,85,NA,26.1,NA,NA,1.7,NA,NA,2.2,NA,NA,5,NA,NA,9.4,NA,NA,7.8,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,40,45,50,NA,NA,NA,1,2.5,4,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.42,NA,NA,1.4,3,4,0.09,0.13,0.16,NA,NA,NA,NA,33.3,NA,NA,20.1,NA,NA,41,NA,3,4.5,5.9,40,45,50,15,20,25,2,10,23,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,4.5,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897200,42964022
H3,NA,H,NA,3,NA,92,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897200,42964023
