monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224788
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14897000,156224789
1,January,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224622
2,February,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224623
3,March,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224624
4,April,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224625
5,May,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224626
6,June,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224627
7,July,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224628
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224629
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224630
10,October,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224631
11,November,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224632
12,December,Frequent,Very long (more than 30 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896987,156224633
4,April,Occasional,Brief (2 to 7 days),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224610
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224611
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224612
2,February,Occasional,Brief (2 to 7 days),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224613
1,January,Occasional,Brief (2 to 7 days),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224614
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224615
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224616
3,March,Occasional,Brief (2 to 7 days),,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224617
5,May,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224618
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224619
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224620
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896986,156224621
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224598
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224599
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224600
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224601
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224602
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224603
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224604
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224605
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224606
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224607
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224608
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896985,156224609
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224250
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224251
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224252
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224253
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224254
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224255
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224256
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224257
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224258
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224259
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224260
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896956,156224261
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224238
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224239
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224240
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224241
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224242
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224243
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224244
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224245
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224246
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224247
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224248
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896955,156224249
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224178
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224179
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224180
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224181
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224182
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224183
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224184
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224185
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224186
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224187
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224188
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896950,156224189
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224166
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224167
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224168
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224169
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224170
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224171
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224172
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224173
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224174
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224175
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224176
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896949,156224177
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224154
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224155
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224156
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224157
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224158
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224159
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224160
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224161
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224162
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224163
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224164
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896948,156224165
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224142
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224143
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224144
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224145
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224146
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224147
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224148
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224149
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224150
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224151
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224152
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896947,156224153
2,February,Frequent,Brief (2 to 7 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896930,156223938
1,January,Frequent,Brief (2 to 7 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896930,156223939
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896930,156223940
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896930,156223941
3,March,Frequent,Brief (2 to 7 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896930,156223942
5,May,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896930,156223943
11,November,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896930,156223944
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896930,156223945
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896930,156223946
4,April,Frequent,Brief (2 to 7 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896930,156223947
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896930,156223948
12,December,Frequent,Brief (2 to 7 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896930,156223949
4,April,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896929,156223926
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896929,156223927
12,December,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896929,156223928
2,February,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896929,156223929
1,January,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896929,156223930
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896929,156223931
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896929,156223932
3,March,Occasional,Long (7 to 30 days),Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896929,156223933
5,May,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896929,156223934
11,November,None,,Frequent,Long (7 to 30 days),0,15,30,NA,NA,NA,NA,NA,NA,14896929,156223935
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896929,156223936
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896929,156223937
4,April,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223914
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223915
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223916
2,February,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223917
1,January,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223918
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223919
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223920
3,March,Occasional,Brief (2 to 7 days),None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223921
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223922
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223923
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223924
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896928,156223925
4,April,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223842
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223843
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223844
2,February,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223845
1,January,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223846
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223847
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223848
3,March,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223849
5,May,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223850
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223851
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223852
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896922,156223853
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223830
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223831
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223832
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223833
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223834
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223835
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223836
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223837
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223838
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223839
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223840
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896921,156223841
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223818
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223819
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223820
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223821
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223822
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223823
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223824
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223825
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223826
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223827
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223828
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896920,156223829
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223806
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223807
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223808
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223809
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223810
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223811
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223812
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223813
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223814
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223815
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223816
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896919,156223817
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223770
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223771
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223772
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223773
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223774
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223775
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223776
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223777
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223778
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223779
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223780
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896916,156223781
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223758
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223759
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223760
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223761
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223762
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223763
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223764
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223765
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223766
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223767
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223768
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896915,156223769
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223746
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223747
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223748
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223749
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223750
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223751
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223752
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223753
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223754
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223755
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223756
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896914,156223757
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223674
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223675
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223676
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223677
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223678
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223679
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223680
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223681
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223682
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223683
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223684
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896908,156223685
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223662
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223663
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223664
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223665
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223666
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223667
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223668
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223669
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223670
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223671
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223672
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896907,156223673
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223638
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223639
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223640
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223641
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223642
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223643
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223644
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223645
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223646
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223647
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223648
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896905,156223649
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223626
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223627
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223628
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223629
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223630
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223631
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223632
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223633
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223634
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223635
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223636
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896904,156223637
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223614
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223615
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223616
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223617
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223618
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223619
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223620
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223621
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223622
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223623
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223624
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896903,156223625
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896902,156223602
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896902,156223603
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896902,156223604
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896902,156223605
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896902,156223606
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896902,156223607
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,14896902,156223608
